candidate_id,coin_regime,episodes,positive_episodes,negative_episodes,median_episode_profit,worst_episode_profit,best_episode_profit,episode_win_rate
ADX_15M_USDT-transition,TRANSITION,265,176,89,0.04266314,-34.57439295,19.40903853,0.664150943396
ASDTSRockwellTrading-sideways,BEAR,27,3,24,-1.74408032,-23.84274426,1.04362987,0.111111111111
ASDTSRockwellTrading-sideways,BULL,44,4,40,-1.574059895,-16.16048209,7.35844446,0.0909090909091
ASDTSRockwellTrading-sideways,SIDEWAYS,83,9,74,-2.1832266,-35.41626498,8.87524198,0.10843373494
ASDTSRockwellTrading-sideways,TRANSITION,89,8,81,-1.5946154,-28.49454516,7.94967465,0.0898876404494
ASDTSRockwellTrading-transition,BEAR,47,8,39,-0.9979804,-26.4912769,10.17958026,0.170212765957
ASDTSRockwellTrading-transition,BULL,63,5,58,-2.50486677,-18.6120435,6.33244665,0.0793650793651
ASDTSRockwellTrading-transition,SIDEWAYS,69,8,61,-2.4302667,-33.85004823,16.59544553,0.115942028986
ASDTSRockwellTrading-transition,TRANSITION,120,13,107,-1.733611255,-20.95472595,9.23408697,0.108333333333
AdaptiveRegime-sideways,BEAR,14,4,10,-14.730060615,-38.05054161,60.74576135,0.285714285714
AdaptiveRegime-sideways,BULL,6,1,5,-29.250675,-66.35234686,2.99606971,0.166666666667
AdaptiveRegime-sideways,SIDEWAYS,40,14,26,-8.31494998,-71.14850346,328.05829636,0.35
AdaptiveRegime-sideways,TRANSITION,30,11,19,-5.61558098,-63.00969657,179.65335744,0.366666666667
AdaptiveRegime-transition,BEAR,30,9,21,-5.91895216,-22.04813102,24.10003065,0.3
AdaptiveRegime-transition,BULL,12,5,7,-1.879366,-31.06310868,38.31710676,0.416666666667
AdaptiveRegime-transition,SIDEWAYS,38,14,24,-3.277913635,-22.89959452,84.50588493,0.368421052632
AdaptiveRegime-transition,TRANSITION,38,13,25,-6.192205725,-33.60222579,25.45498833,0.342105263158
AlmgrenChrissStrategy-sideways,BEAR,70,28,42,-0.42704616,-15.35881902,5.9955337,0.4
AlmgrenChrissStrategy-sideways,BULL,61,21,40,-1.25530885,-23.45496373,11.00361132,0.344262295082
AlmgrenChrissStrategy-sideways,SIDEWAYS,191,73,118,-0.82578671,-20.70152677,15.36861801,0.38219895288
AlmgrenChrissStrategy-sideways,TRANSITION,180,95,85,0.123537955,-32.02881106,12.60183053,0.527777777778
AlmgrenChrissStrategy-transition,BEAR,123,48,75,-0.46239523,-27.46279397,11.11005983,0.390243902439
AlmgrenChrissStrategy-transition,BULL,94,44,50,-0.129471395,-21.37297635,19.77070404,0.468085106383
AlmgrenChrissStrategy-transition,SIDEWAYS,168,77,91,-0.2140455,-60.69970026,9.10886072,0.458333333333
AlmgrenChrissStrategy-transition,TRANSITION,231,116,115,0.04421355,-19.83385603,24.14509634,0.502164502165
BBMod-sideways,BEAR,32,21,11,0.3815743,-12.43373521,5.75984848,0.65625
BBMod-sideways,BULL,37,17,20,-0.2747096,-20.34836801,19.65210528,0.459459459459
BBMod-sideways,SIDEWAYS,100,56,44,0.31319783,-22.38770282,14.25119033,0.56
BBMod-sideways,TRANSITION,69,41,28,0.48617001,-25.7140883,25.98473986,0.594202898551
BBMod-transition,BEAR,68,45,23,0.83609544,-8.61507721,8.5467469,0.661764705882
BBMod-transition,BULL,72,41,31,0.7663376,-8.35412726,9.37866843,0.569444444444
BBMod-transition,SIDEWAYS,100,58,42,0.747841575,-20.0705579,8.95963208,0.58
BBMod-transition,TRANSITION,129,70,59,0.3372878,-12.6528434,13.86806161,0.542635658915
