strategy_id,trades,dollar_gain_usd,benchmark_matched_trades,benchmark_dollar_gain_usd,excess_dollar_gain_usd,source
Ichimoku_v31,890,14000.8851341,890,14811.0891776,-810.204043471,detail_5m
IchimokuCloudStrategy,456,10898.5789711,456,11469.7624279,-571.183456845,detail_5m
FrostAuraM11hStrategy,1518,10370.6998719,1518,11193.452457,-822.752585049,detail_5m
Ichess,192,8262.73883638,192,8581.63157563,-318.892739248,detail_5m
INSIDEUP,424,5266.71767647,424,5208.99680707,57.7208693958,detail_5m
FrostAuraM31hStrategy,1306,2813.28723339,1306,4312.20091204,-1498.91367865,detail_5m
FrostAuraM315mStrategy,5012,2725.41733857,5012,5434.29006812,-2708.87272955,detail_5m
HourBasedStrategy,6215,280.047572731,6215,18921.8329264,-18641.7853537,detail_5m
GKD_HurstExponent,3169,-1179.68743872,3169,-1154.39850427,-25.2889344489,detail_5m
HEAD_SHOULDER,265,-2617.98596727,265,-303.491548584,-2314.49441869,detail_5m
HilbertSineWave,2590,-3693.61144331,2590,12017.9747991,-15711.5862424,detail_5m
GRIDDMIPRICEStrategyFutureV5Short,15,-8336.19453599,15,4814.86637117,-13151.0609072,detail_5m
Ichi,8852,-16266.814242,8852,-13283.1590599,-2983.65518213,detail_5m
GnF_V2,12403,-17223.256697,12403,19978.888492,-37202.145189,detail_5m
IchimokuCloudBreakoutStrategy,5110,-19589.6447533,5110,10372.1071616,-29961.7519149,detail_5m
GKD_PFE,14871,-25780.722004,14871,-21404.8039625,-4375.91804143,detail_5m
FrostAuraM21hStrategy,11414,-26116.0736414,11414,1002.46059901,-27118.5342404,detail_5m
GKD_BaselineAllMAs,13036,-26705.6761516,13036,-7700.70278607,-19004.9733656,detail_5m
GKD_Baseline,13036,-26705.6761516,13036,-7700.70278607,-19004.9733656,detail_5m
MACDCCI,15,35338.7504076,15,35710.8027515,-372.052343845,detail_5m
Ichimoku_v37,319,23161.2444165,319,23421.435844,-260.191427502,detail_5m
MultiActionZone,168,22579.5963705,168,23010.4763366,-430.879966127,detail_5m
MACDZeroCrossStrategy,175,19079.8666561,175,19521.7107223,-441.844066234,detail_5m
JustROCR,367,10165.3073551,367,11354.4487654,-1189.14141031,detail_5m
MabStra,2339,8981.37230063,2339,17310.7440738,-8329.37177313,detail_5m
MACD9fall,221,8408.62912791,221,7178.18144101,1230.4476869,detail_5m
Momentumv2,1355,6809.02258231,1355,9759.31324016,-2950.29065785,detail_5m
NEWTEST15m,1528,6357.1101286,1528,4428.60909673,1928.50103187,detail_5m
Inverse,1638,3251.33156925,1638,6631.87606225,-3380.544493,detail_5m
InverseV2,648,3028.6337525,648,4372.3122311,-1343.6784786,detail_5m
Minmax,1949,1847.31654648,1949,16181.9491968,-14334.6326504,detail_5m
MultiFactorConfluenceStrategy,2955,1811.79891495,2955,11322.8012056,-9511.00229063,detail_5m
MAC,27,1363.67851419,27,1847.34609025,-483.667576059,detail_5m
MACDCrossoverWithTrend,950,909.555597219,950,2183.35729231,-1273.80169509,detail_5m
Ichimoku_v33,655,561.949520745,655,1382.64803893,-820.69851819,detail_5m
MeanReversionTrend,36,407.221166648,36,476.540825047,-69.3196583988,detail_5m
MarketChyperHyperStrategy,1927,-361.434722189,1927,4451.98428493,-4813.41900712,detail_5m
LeoStrategy,778,-1869.20097304,778,-1971.18732163,101.986348589,detail_5m
NormalizerStrategy,1856,-6622.11410675,1856,-3294.16139102,-3327.95271573,detail_5m
MontrealStrategy,15663,-8562.34747757,15663,11120.1104705,-19682.4579481,detail_5m
MomentumCCITrendStrategy,4276,-23329.7350594,4276,386.355012548,-23716.0900719,detail_5m
JuicyTrend,13983,-24846.3790322,13983,17739.1313957,-42585.5104279,detail_5m
MomStrategy,12912,-26652.5044721,12912,-13949.7968307,-12702.7076414,detail_5m
Magic_Trailing_Stoploss,9671,-26981.2039848,9671,-4591.93834219,-22389.2656426,detail_5m
ONUR,609,17198.1049082,609,15435.45715,1762.6477582,detail_5m
RSI,406,10965.3044641,406,11558.7948517,-593.490387601,detail_5m
RSI_BB,7602,10440.4705832,7602,23472.9363132,-13032.46573,detail_5m
Obelisk_Ichimoku_Slow_v1_1,1803,6641.32183551,1803,8717.47166158,-2076.14982608,detail_5m
Obelisk_Ichimoku_Slow_v1,1803,6641.32183551,1803,8717.47166158,-2076.14982608,detail_5m
Obelisk_Ichimoku_Slow_v1_2,1965,5833.38602068,1965,8210.90050354,-2377.51448287,detail_5m
NowoIchimoku1hV2,2081,4732.94489252,2081,-3597.44978465,8330.39467717,detail_5m
OversoldReversion,100,4608.83194301,100,3955.18957247,653.642370541,detail_5m
PatternRecognition,363,4364.00132394,363,5493.60746653,-1129.60614258,detail_5m
PRICEFOLLOWINGX,664,2865.98473927,664,1533.41316433,1332.57157494,detail_5m
RSIDirectionalWithTrendSlow,345,1135.6061124,345,2723.54556668,-1587.93945429,detail_5m
NormalizerStrategyHO2,1575,925.320635533,1575,6507.80649987,-5582.48586433,detail_5m
NostalgiaForInfinityNextGen,110,841.596793598,110,1038.05316006,-196.456366465,detail_5m
RSIDirectionalWithTrend,454,503.746228421,454,1847.6947748,-1343.94854638,detail_5m
PolymarketMomentumStrategy,720,189.052353067,720,1976.8986411,-1787.84628803,detail_5m
NostalgiaForInfinityNextGen_TSL,92,46.8332417181,92,151.396269518,-104.5630278,detail_5m
PolymarketMeanReversionStrategy,83,-266.00912647,83,-48.3308347534,-217.678291716,detail_5m
RSIv2,3181,-413.126559381,3181,-4276.74576931,3863.61920993,detail_5m
Obelisk_TradePro_Ichi_v1_1,2914,-975.069029907,2914,11507.016048,-12482.0850779,detail_5m
RSIBB02,415,-1381.24687113,415,-367.483643194,-1013.76322794,detail_5m
Obelisk_TradePro_Ichi_v2,2088,-2034.57931355,2088,-290.743089105,-1743.83622444,detail_5m
OmaGann,5855,-4247.81267992,5855,512.412241242,-4760.22492116,detail_5m
Obelisk_TradePro_Ichi_v2_1,3659,-4549.47628418,3659,-5446.68983965,897.213555463,detail_5m
QuickBuyStrategy,12645,-25224.1939995,12645,-20438.4365539,-4785.75744554,detail_5m
RSI_BB_MACD_Nov_2023_1h_2_Dec,5517,-31181.7440283,5517,12204.8187571,-43386.5627853,detail_5m
SUPPORT_RESISTANCE,529,22960.3704039,529,23936.9439438,-976.573539929,detail_5m
SmaRsiStrategy,305,15204.7022693,305,16733.0349772,-1528.33270788,detail_5m
SmartMoneyStrategy,305,12247.8299339,305,13082.0589539,-834.229020008,detail_5m
SupertrendStrategy,2041,11802.8504781,2041,13960.3527446,-2157.50226653,detail_5m
Schism2_BTC,5162,11559.9444874,5162,6491.33852047,5068.60596694,detail_5m
Saturn5,1890,9489.68628342,1890,6732.88131235,2756.80497108,detail_5m
ReinforcedAverageStrategy,735,9179.94131645,735,9540.13974968,-360.198433229,detail_5m
SmartMoneyStrategyHyperopt,182,8612.71236062,182,9143.05035279,-530.33799217,detail_5m
TenderEnter,2446,6631.38038834,2446,6300.65248611,330.727902225,detail_5m
RsiBollingerStrategy,1456,5375.26367632,1456,9465.6558647,-4090.39218838,detail_5m
RegimeFilterStrategy,1706,4045.4684084,1706,9610.75507455,-5565.28666615,detail_5m
Slowbro,57,3733.43812025,57,3811.01152002,-77.5733997742,detail_5m
ReinforcedSmoothScalp,350,958.694446399,350,926.8497059,31.8447404998,detail_5m
StochasticCciStrategy,718,636.290537169,718,2632.78546284,-1996.49492567,detail_5m
SwingHighToSky,3435,543.730230542,3435,3462.78582963,-2919.05559909,detail_5m
SwingHigh,641,442.078384549,641,447.330291752,-5.25190720288,detail_5m
SimpleHopt1Along,1378,149.920131303,1378,-3030.49622187,3180.41635317,detail_5m
TRIWAVE,2112,-11.2813613592,2112,5562.45677068,-5573.73813204,detail_5m
RobotradingBody,1494,-257.940559164,1494,3353.61059424,-3611.5511534,detail_5m
SimpleRSI_Shorts,6,-2349.89520643,6,762.191230698,-3112.08643712,detail_5m
TDSequentialStrategy,2292,-4226.35042782,2292,10312.372713,-14538.7231408,detail_5m
TRIX_spot,7250,-5250.14826472,7250,7231.27163319,-12481.4198979,detail_5m
TWAPStrategy,4125,-5843.80301513,4125,6546.34670927,-12390.1497244,detail_5m
TD,9235,-6799.15477377,9235,1513.31937487,-8312.47414863,detail_5m
TheForce,12465,-26930.5231836,12465,-6741.36784104,-20189.1553425,detail_5m
VolatilitySystem,295,33663.2211406,295,29179.699275,4483.52186561,detail_5m
VolatilitySystemV2,588,20166.6667882,588,31002.1042053,-10835.4374171,detail_5m
Trend_Strength_Directional,4495,11978.9508076,4495,11122.9233144,856.027493218,detail_5m
ToTheMoon,741,11407.9322938,741,19644.914999,-8236.98270524,detail_5m
TrixStrategy,7147,8987.30978255,7147,16713.4963514,-7726.18656882,detail_5m
adaptive_trend,45,7425.34036152,45,7525.01397616,-99.6736146336,detail_5m
bbandrsi,3509,5001.99729451,3509,12053.6452255,-7051.64793094,detail_5m
WaveTrendStra,4930,4492.71206512,4930,10171.8481126,-5679.1360475,detail_5m
TrendBreakout,171,3958.40935222,171,7618.03233839,-3659.62298617,detail_5m
adxbbrsi2,355,2451.98614082,355,1972.56451882,479.421621996,detail_5m
TrendAtrStrategy,1772,1249.51407198,1772,3663.07553944,-2413.56146745,detail_5m
TrixV21Strategy,646,253.592568606,646,2309.78886684,-2056.19629824,detail_5m
ZScoreMeanReversionStrategy,15,234.015680508,15,283.917439748,-49.9017592398,detail_5m
TrixV23Strategy,668,112.061295476,668,2040.53277357,-1928.47147809,detail_5m
TrixV15Strategy,761,-151.495552216,761,474.229415037,-625.724967254,detail_5m
bb_rsi_opt_new,231,-800.976275413,231,-306.176757764,-494.799517649,detail_5m
bbrsi4Freq,2404,-2530.32886682,2404,780.129928958,-3310.45879578,detail_5m
WTHO,2638,-3347.14548167,2638,8841.34782405,-12188.4933057,detail_5m
TrendFutures,279,-4088.24946144,279,9435.13947442,-13523.3889359,detail_5m
bbrsi,4140,-4412.86257504,4140,434.689607235,-4847.55218227,detail_5m
TripleSuperTrendADXRSI,5937,-11499.9139563,5937,11227.0959083,-22727.0098646,detail_5m
UziChanTB2,8462,-12305.0532436,8462,-9588.23820382,-2716.81503973,detail_5m
botbaby,7160,-16666.9745931,7160,775.750084649,-17442.7246778,detail_5m
TwoCandle,11482,-26454.8407645,11482,-3302.74683356,-23152.0939309,detail_5m
ZaratustraV31,11274,-26920.0655434,11274,1756.04677179,-28676.1123152,detail_5m
wavetrend,3610,31873.959551,3610,6457.40647589,25416.5530751,detail_5m
simple_vwap_v1,409,28045.7501825,409,22754.5799153,5291.17026715,detail_5m
keltnerchannel,993,12813.9945294,993,14073.1530295,-1259.15850007,detail_5m
redditMA,2853,10055.945471,2853,10279.8277269,-223.882255925,detail_5m
cryptotank,1224,9329.63694328,1224,-2066.35545307,11395.9923964,detail_5m
mabStra,2339,8981.37230063,2339,17310.7440738,-8329.37177313,detail_5m
wavetrend_rsi,1204,7920.67238924,1204,10567.2850683,-2646.61267909,detail_5m
eltoro1_4_simple,1406,7327.41614723,1406,8654.1499972,-1326.73384996,detail_5m
chatgpt,3472,5006.60749115,3472,10382.6487038,-5376.04121265,detail_5m
ultratank,1723,1906.66810193,1723,7374.50537497,-5467.83727304,detail_5m
cryptotankV5,2917,1796.76534249,2917,10120.3788713,-8323.61352876,detail_5m
eltoro1_4,1322,920.370031157,1322,1385.6203726,-465.250341446,detail_5m
hlhb,445,193.504398597,445,808.612743432,-615.108344835,detail_5m
eltoro,2142,-938.916255633,2142,4870.73453225,-5809.65078788,detail_5m
moonhouse,45,-1113.40547656,45,-430.410559596,-682.994916967,detail_5m
thetank4TV,1566,-1165.28238112,1566,4067.43278521,-5232.71516633,detail_5m
dualwave,1756,-1437.15180698,1756,3386.46173053,-4823.61353752,detail_5m
conny,2874,-1506.52048865,2874,7405.663522,-8912.18401065,detail_5m
slope_is_dopeCT,4258,-5190.55360581,4258,3456.96272001,-8647.51632582,detail_5m
cryptohassle,4998,-5645.82589751,4998,-1134.00427696,-4511.82162056,detail_5m
ichi,3406,-6099.47897273,3406,3888.44760603,-9987.92657876,detail_5m
hansencandlepatternV1,9067,-20071.081771,9067,-3418.33061211,-16652.7511589,detail_5m
thetank3,7689,-23830.2835155,7689,4526.27768757,-28356.5612031,detail_5m
heikin,13723,-24287.8233332,13723,-202.49801368,-24085.3253195,detail_5m
e6v34,12023,-26611.721178,12023,1176.24160363,-27787.9627816,detail_5m
