pair,episode_id,regime,start,end,days
XLM/USDT,103,TRANSITION,2022-06-26T00:00:00Z,2022-07-17T00:00:00Z,22
XLM/USDT,104,SIDEWAYS,2022-07-18T00:00:00Z,2022-08-06T00:00:00Z,20
XLM/USDT,105,TRANSITION,2022-08-07T00:00:00Z,2022-08-09T00:00:00Z,3
XLM/USDT,106,BULL,2022-08-10T00:00:00Z,2022-08-19T00:00:00Z,10
XLM/USDT,107,BEAR,2022-08-20T00:00:00Z,2022-08-21T00:00:00Z,2
XLM/USDT,108,TRANSITION,2022-08-22T00:00:00Z,2022-08-25T00:00:00Z,4
XLM/USDT,109,SIDEWAYS,2022-08-26T00:00:00Z,2022-09-25T00:00:00Z,31
XLM/USDT,110,TRANSITION,2022-09-26T00:00:00Z,2022-09-28T00:00:00Z,3
XLM/USDT,111,SIDEWAYS,2022-09-29T00:00:00Z,2022-09-29T00:00:00Z,1
XLM/USDT,112,TRANSITION,2022-09-30T00:00:00Z,2022-10-08T00:00:00Z,9
XLM/USDT,113,BULL,2022-10-09T00:00:00Z,2022-10-12T00:00:00Z,4
XLM/USDT,114,TRANSITION,2022-10-13T00:00:00Z,2022-10-17T00:00:00Z,5
XLM/USDT,115,SIDEWAYS,2022-10-18T00:00:00Z,2022-11-10T00:00:00Z,24
XLM/USDT,116,TRANSITION,2022-11-11T00:00:00Z,2022-11-12T00:00:00Z,2
XLM/USDT,117,BEAR,2022-11-13T00:00:00Z,2023-01-09T00:00:00Z,58
XLM/USDT,118,BULL,2023-01-10T00:00:00Z,2023-02-06T00:00:00Z,28
XLM/USDT,119,BEAR,2023-02-07T00:00:00Z,2023-02-07T00:00:00Z,1
XLM/USDT,120,BULL,2023-02-08T00:00:00Z,2023-02-09T00:00:00Z,2
XLM/USDT,121,BEAR,2023-02-10T00:00:00Z,2023-02-10T00:00:00Z,1
XLM/USDT,122,TRANSITION,2023-02-11T00:00:00Z,2023-02-14T00:00:00Z,4
XLM/USDT,123,BEAR,2023-02-15T00:00:00Z,2023-02-15T00:00:00Z,1
XLM/USDT,124,TRANSITION,2023-02-16T00:00:00Z,2023-02-18T00:00:00Z,3
XLM/USDT,125,SIDEWAYS,2023-02-19T00:00:00Z,2023-03-08T00:00:00Z,18
XLM/USDT,126,TRANSITION,2023-03-09T00:00:00Z,2023-03-11T00:00:00Z,3
XLM/USDT,127,BEAR,2023-03-12T00:00:00Z,2023-03-13T00:00:00Z,2
XLM/USDT,128,TRANSITION,2023-03-14T00:00:00Z,2023-03-22T00:00:00Z,9
XLM/USDT,129,BULL,2023-03-23T00:00:00Z,2023-04-19T00:00:00Z,28
XLM/USDT,130,BEAR,2023-04-20T00:00:00Z,2023-05-31T00:00:00Z,42
XLM/USDT,131,BULL,2023-06-01T00:00:00Z,2023-06-05T00:00:00Z,5
XLM/USDT,132,BEAR,2023-06-06T00:00:00Z,2023-06-21T00:00:00Z,16
XLM/USDT,133,BULL,2023-06-22T00:00:00Z,2023-08-15T00:00:00Z,55
XLM/USDT,134,BEAR,2023-08-16T00:00:00Z,2023-08-25T00:00:00Z,10
XLM/USDT,135,TRANSITION,2023-08-26T00:00:00Z,2023-08-29T00:00:00Z,4
XLM/USDT,136,SIDEWAYS,2023-08-30T00:00:00Z,2023-10-25T00:00:00Z,57
XLM/USDT,137,TRANSITION,2023-10-26T00:00:00Z,2023-10-30T00:00:00Z,5
XLM/USDT,138,BULL,2023-10-31T00:00:00Z,2023-11-09T00:00:00Z,10
XLM/USDT,139,BEAR,2023-11-10T00:00:00Z,2023-11-11T00:00:00Z,2
XLM/USDT,140,BULL,2023-11-12T00:00:00Z,2023-11-19T00:00:00Z,8
XLM/USDT,141,TRANSITION,2023-11-20T00:00:00Z,2023-11-23T00:00:00Z,4
XLM/USDT,142,SIDEWAYS,2023-11-24T00:00:00Z,2024-01-09T00:00:00Z,47
XLM/USDT,143,TRANSITION,2024-01-10T00:00:00Z,2024-01-18T00:00:00Z,9
XLM/USDT,144,BEAR,2024-01-19T00:00:00Z,2024-02-15T00:00:00Z,28
XLM/USDT,145,BULL,2024-02-16T00:00:00Z,2024-02-17T00:00:00Z,2
XLM/USDT,146,BEAR,2024-02-18T00:00:00Z,2024-02-18T00:00:00Z,1
XLM/USDT,147,TRANSITION,2024-02-19T00:00:00Z,2024-03-03T00:00:00Z,14
XLM/USDT,148,BULL,2024-03-04T00:00:00Z,2024-03-17T00:00:00Z,14
XLM/USDT,149,BEAR,2024-03-18T00:00:00Z,2024-03-18T00:00:00Z,1
XLM/USDT,150,BULL,2024-03-19T00:00:00Z,2024-03-19T00:00:00Z,1
XLM/USDT,151,TRANSITION,2024-03-20T00:00:00Z,2024-03-23T00:00:00Z,4
XLM/USDT,152,SIDEWAYS,2024-03-24T00:00:00Z,2024-04-15T00:00:00Z,23
XLM/USDT,153,TRANSITION,2024-04-16T00:00:00Z,2024-04-17T00:00:00Z,2
XLM/USDT,154,BEAR,2024-04-18T00:00:00Z,2024-05-21T00:00:00Z,34
XLM/USDT,155,BULL,2024-05-22T00:00:00Z,2024-05-22T00:00:00Z,1
XLM/USDT,156,TRANSITION,2024-05-23T00:00:00Z,2024-06-01T00:00:00Z,10
XLM/USDT,157,BEAR,2024-06-02T00:00:00Z,2024-07-13T00:00:00Z,42
XLM/USDT,158,BULL,2024-07-14T00:00:00Z,2024-07-26T00:00:00Z,13
XLM/USDT,159,TRANSITION,2024-07-27T00:00:00Z,2024-07-30T00:00:00Z,4
XLM/USDT,160,SIDEWAYS,2024-07-31T00:00:00Z,2024-08-05T00:00:00Z,6
XLM/USDT,161,TRANSITION,2024-08-06T00:00:00Z,2024-08-08T00:00:00Z,3
XLM/USDT,162,SIDEWAYS,2024-08-09T00:00:00Z,2024-09-01T00:00:00Z,24
XLM/USDT,163,TRANSITION,2024-09-02T00:00:00Z,2024-09-06T00:00:00Z,5
XLM/USDT,164,BEAR,2024-09-07T00:00:00Z,2024-09-13T00:00:00Z,7
XLM/USDT,165,TRANSITION,2024-09-14T00:00:00Z,2024-09-20T00:00:00Z,7
XLM/USDT,166,SIDEWAYS,2024-09-21T00:00:00Z,2024-11-10T00:00:00Z,51
XLM/USDT,167,TRANSITION,2024-11-11T00:00:00Z,2024-11-12T00:00:00Z,2
XLM/USDT,168,BULL,2024-11-13T00:00:00Z,2024-12-19T00:00:00Z,37
XLM/USDT,169,BEAR,2024-12-20T00:00:00Z,2024-12-25T00:00:00Z,6
XLM/USDT,170,TRANSITION,2024-12-26T00:00:00Z,2025-01-09T00:00:00Z,15
XLM/USDT,171,SIDEWAYS,2025-01-10T00:00:00Z,2025-02-06T00:00:00Z,28
XLM/USDT,172,TRANSITION,2025-02-07T00:00:00Z,2025-02-09T00:00:00Z,3
XLM/USDT,173,BEAR,2025-02-10T00:00:00Z,2025-03-15T00:00:00Z,34
XLM/USDT,174,TRANSITION,2025-03-16T00:00:00Z,2025-03-21T00:00:00Z,6
XLM/USDT,175,SIDEWAYS,2025-03-22T00:00:00Z,2025-04-09T00:00:00Z,19
XLM/USDT,176,TRANSITION,2025-04-10T00:00:00Z,2025-04-12T00:00:00Z,3
XLM/USDT,177,BEAR,2025-04-13T00:00:00Z,2025-04-21T00:00:00Z,9
XLM/USDT,178,TRANSITION,2025-04-22T00:00:00Z,2025-05-04T00:00:00Z,13
XLM/USDT,179,SIDEWAYS,2025-05-05T00:00:00Z,2025-05-10T00:00:00Z,6
XLM/USDT,180,TRANSITION,2025-05-11T00:00:00Z,2025-05-13T00:00:00Z,3
XLM/USDT,181,BULL,2025-05-14T00:00:00Z,2025-05-17T00:00:00Z,4
XLM/USDT,182,TRANSITION,2025-05-18T00:00:00Z,2025-05-24T00:00:00Z,7
XLM/USDT,183,SIDEWAYS,2025-05-25T00:00:00Z,2025-06-22T00:00:00Z,29
XLM/USDT,184,TRANSITION,2025-06-23T00:00:00Z,2025-06-28T00:00:00Z,6
XLM/USDT,185,BEAR,2025-06-29T00:00:00Z,2025-07-07T00:00:00Z,9
XLM/USDT,186,TRANSITION,2025-07-08T00:00:00Z,2025-07-10T00:00:00Z,3
XLM/USDT,187,BULL,2025-07-11T00:00:00Z,2025-08-18T00:00:00Z,39
XLM/USDT,188,TRANSITION,2025-08-19T00:00:00Z,2025-08-23T00:00:00Z,5
XLM/USDT,189,SIDEWAYS,2025-08-24T00:00:00Z,2025-08-29T00:00:00Z,6
XLM/USDT,190,TRANSITION,2025-08-30T00:00:00Z,2025-09-04T00:00:00Z,6
XLM/USDT,191,BEAR,2025-09-05T00:00:00Z,2025-09-08T00:00:00Z,4
XLM/USDT,192,TRANSITION,2025-09-09T00:00:00Z,2025-09-14T00:00:00Z,6
XLM/USDT,193,SIDEWAYS,2025-09-15T00:00:00Z,2025-10-11T00:00:00Z,27
XLM/USDT,194,TRANSITION,2025-10-12T00:00:00Z,2025-10-12T00:00:00Z,1
XLM/USDT,195,BEAR,2025-10-13T00:00:00Z,2025-12-10T00:00:00Z,59
XLM/USDT,196,BULL,2025-12-11T00:00:00Z,2025-12-14T00:00:00Z,4
XLM/USDT,197,TRANSITION,2025-12-15T00:00:00Z,2025-12-21T00:00:00Z,7
XLM/USDT,198,SIDEWAYS,2025-12-22T00:00:00Z,2026-02-01T00:00:00Z,42
XLM/USDT,199,TRANSITION,2026-02-02T00:00:00Z,2026-02-03T00:00:00Z,2
XLM/USDT,200,BEAR,2026-02-04T00:00:00Z,2026-03-04T00:00:00Z,29
XLM/USDT,201,BULL,2026-03-05T00:00:00Z,2026-03-05T00:00:00Z,1
XLM/USDT,202,TRANSITION,2026-03-06T00:00:00Z,2026-03-09T00:00:00Z,4
XLM/USDT,203,SIDEWAYS,2026-03-10T00:00:00Z,2026-03-15T00:00:00Z,6
XLM/USDT,204,TRANSITION,2026-03-16T00:00:00Z,2026-03-30T00:00:00Z,15
XLM/USDT,205,SIDEWAYS,2026-03-31T00:00:00Z,2026-04-21T00:00:00Z,22
XLM/USDT,206,TRANSITION,2026-04-22T00:00:00Z,2026-04-29T00:00:00Z,8
XLM/USDT,207,SIDEWAYS,2026-04-30T00:00:00Z,2026-05-29T00:00:00Z,30
XLM/USDT,208,TRANSITION,2026-05-30T00:00:00Z,2026-05-30T00:00:00Z,1
XLM/USDT,209,BULL,2026-05-31T00:00:00Z,2026-06-25T00:00:00Z,26
XLM/USDT,210,TRANSITION,2026-06-26T00:00:00Z,2026-06-29T00:00:00Z,4
XLM/USDT,211,SIDEWAYS,2026-06-30T00:00:00Z,2026-08-18T00:00:00Z,50
XLM/USDT,212,TRANSITION,2026-08-19T00:00:00Z,2026-08-20T00:00:00Z,2
XMR/USDT,1,BEAR,2020-03-01T00:00:00Z,2020-04-03T00:00:00Z,34
XMR/USDT,2,BULL,2020-04-04T00:00:00Z,2020-04-11T00:00:00Z,8
XMR/USDT,3,TRANSITION,2020-04-12T00:00:00Z,2020-04-27T00:00:00Z,16
XMR/USDT,4,BULL,2020-04-28T00:00:00Z,2020-05-10T00:00:00Z,13
XMR/USDT,5,BEAR,2020-05-11T00:00:00Z,2020-05-13T00:00:00Z,3
XMR/USDT,6,TRANSITION,2020-05-14T00:00:00Z,2020-05-17T00:00:00Z,4
XMR/USDT,7,SIDEWAYS,2020-05-18T00:00:00Z,2020-06-19T00:00:00Z,33
XMR/USDT,8,TRANSITION,2020-06-20T00:00:00Z,2020-06-25T00:00:00Z,6
XMR/USDT,9,BEAR,2020-06-26T00:00:00Z,2020-07-06T00:00:00Z,11
XMR/USDT,10,TRANSITION,2020-07-07T00:00:00Z,2020-07-19T00:00:00Z,13
XMR/USDT,11,BULL,2020-07-20T00:00:00Z,2020-09-03T00:00:00Z,46
XMR/USDT,12,BEAR,2020-09-04T00:00:00Z,2020-09-11T00:00:00Z,8
XMR/USDT,13,TRANSITION,2020-09-12T00:00:00Z,2020-09-21T00:00:00Z,10
XMR/USDT,14,SIDEWAYS,2020-09-22T00:00:00Z,2020-09-30T00:00:00Z,9
XMR/USDT,15,TRANSITION,2020-10-01T00:00:00Z,2020-10-05T00:00:00Z,5
XMR/USDT,16,BULL,2020-10-06T00:00:00Z,2020-11-04T00:00:00Z,30
XMR/USDT,17,BEAR,2020-11-05T00:00:00Z,2020-11-05T00:00:00Z,1
XMR/USDT,18,BULL,2020-11-06T00:00:00Z,2020-11-07T00:00:00Z,2
XMR/USDT,19,BEAR,2020-11-08T00:00:00Z,2020-11-08T00:00:00Z,1
XMR/USDT,20,TRANSITION,2020-11-09T00:00:00Z,2020-11-15T00:00:00Z,7
XMR/USDT,21,SIDEWAYS,2020-11-16T00:00:00Z,2020-11-24T00:00:00Z,9
XMR/USDT,22,TRANSITION,2020-11-25T00:00:00Z,2020-11-28T00:00:00Z,4
XMR/USDT,23,SIDEWAYS,2020-11-29T00:00:00Z,2020-12-05T00:00:00Z,7
XMR/USDT,24,TRANSITION,2020-12-06T00:00:00Z,2020-12-13T00:00:00Z,8
XMR/USDT,25,BULL,2020-12-14T00:00:00Z,2021-01-01T00:00:00Z,19
XMR/USDT,26,BEAR,2021-01-02T00:00:00Z,2021-01-07T00:00:00Z,6
XMR/USDT,27,BULL,2021-01-08T00:00:00Z,2021-01-18T00:00:00Z,11
XMR/USDT,28,TRANSITION,2021-01-19T00:00:00Z,2021-02-01T00:00:00Z,14
XMR/USDT,29,SIDEWAYS,2021-02-02T00:00:00Z,2021-02-12T00:00:00Z,11
XMR/USDT,30,TRANSITION,2021-02-13T00:00:00Z,2021-02-14T00:00:00Z,2
XMR/USDT,31,BULL,2021-02-15T00:00:00Z,2021-02-23T00:00:00Z,9
XMR/USDT,32,BEAR,2021-02-24T00:00:00Z,2021-03-01T00:00:00Z,6
XMR/USDT,33,TRANSITION,2021-03-02T00:00:00Z,2021-03-08T00:00:00Z,7
XMR/USDT,34,SIDEWAYS,2021-03-09T00:00:00Z,2021-04-06T00:00:00Z,29
XMR/USDT,35,TRANSITION,2021-04-07T00:00:00Z,2021-04-08T00:00:00Z,2
XMR/USDT,36,SIDEWAYS,2021-04-09T00:00:00Z,2021-04-09T00:00:00Z,1
XMR/USDT,37,TRANSITION,2021-04-10T00:00:00Z,2021-04-12T00:00:00Z,3
XMR/USDT,38,BULL,2021-04-13T00:00:00Z,2021-04-23T00:00:00Z,11
XMR/USDT,39,BEAR,2021-04-24T00:00:00Z,2021-04-24T00:00:00Z,1
XMR/USDT,40,BULL,2021-04-25T00:00:00Z,2021-05-04T00:00:00Z,10
XMR/USDT,41,TRANSITION,2021-05-05T00:00:00Z,2021-05-08T00:00:00Z,4
XMR/USDT,42,BULL,2021-05-09T00:00:00Z,2021-05-13T00:00:00Z,5
XMR/USDT,43,TRANSITION,2021-05-14T00:00:00Z,2021-05-18T00:00:00Z,5
XMR/USDT,44,SIDEWAYS,2021-05-19T00:00:00Z,2021-05-19T00:00:00Z,1
XMR/USDT,45,TRANSITION,2021-05-20T00:00:00Z,2021-05-21T00:00:00Z,2
XMR/USDT,46,BEAR,2021-05-22T00:00:00Z,2021-06-14T00:00:00Z,24
XMR/USDT,47,TRANSITION,2021-06-15T00:00:00Z,2021-06-24T00:00:00Z,10
XMR/USDT,48,BEAR,2021-06-25T00:00:00Z,2021-07-26T00:00:00Z,32
XMR/USDT,49,TRANSITION,2021-07-27T00:00:00Z,2021-07-30T00:00:00Z,4
XMR/USDT,50,BULL,2021-07-31T00:00:00Z,2021-09-07T00:00:00Z,39
XMR/USDT,51,BEAR,2021-09-08T00:00:00Z,2021-09-18T00:00:00Z,11
XMR/USDT,52,TRANSITION,2021-09-19T00:00:00Z,2021-09-21T00:00:00Z,3
XMR/USDT,53,BEAR,2021-09-22T00:00:00Z,2021-10-02T00:00:00Z,11
XMR/USDT,54,TRANSITION,2021-10-03T00:00:00Z,2021-10-11T00:00:00Z,9
XMR/USDT,55,SIDEWAYS,2021-10-12T00:00:00Z,2021-11-22T00:00:00Z,42
XMR/USDT,56,TRANSITION,2021-11-23T00:00:00Z,2021-11-29T00:00:00Z,7
XMR/USDT,57,BEAR,2021-11-30T00:00:00Z,2021-11-30T00:00:00Z,1
XMR/USDT,58,TRANSITION,2021-12-01T00:00:00Z,2021-12-05T00:00:00Z,5
XMR/USDT,59,BEAR,2021-12-06T00:00:00Z,2021-12-23T00:00:00Z,18
XMR/USDT,60,BULL,2021-12-24T00:00:00Z,2022-01-06T00:00:00Z,14
XMR/USDT,61,TRANSITION,2022-01-07T00:00:00Z,2022-01-13T00:00:00Z,7
XMR/USDT,62,SIDEWAYS,2022-01-14T00:00:00Z,2022-01-23T00:00:00Z,10
XMR/USDT,63,TRANSITION,2022-01-24T00:00:00Z,2022-01-27T00:00:00Z,4
XMR/USDT,64,BEAR,2022-01-28T00:00:00Z,2022-02-05T00:00:00Z,9
XMR/USDT,65,TRANSITION,2022-02-06T00:00:00Z,2022-02-11T00:00:00Z,6
XMR/USDT,66,SIDEWAYS,2022-02-12T00:00:00Z,2022-02-24T00:00:00Z,13
XMR/USDT,67,TRANSITION,2022-02-25T00:00:00Z,2022-03-02T00:00:00Z,6
XMR/USDT,68,SIDEWAYS,2022-03-03T00:00:00Z,2022-03-08T00:00:00Z,6
XMR/USDT,69,TRANSITION,2022-03-09T00:00:00Z,2022-03-12T00:00:00Z,4
XMR/USDT,70,BULL,2022-03-13T00:00:00Z,2022-04-29T00:00:00Z,48
XMR/USDT,71,BEAR,2022-04-30T00:00:00Z,2022-05-23T00:00:00Z,24
XMR/USDT,72,BULL,2022-05-24T00:00:00Z,2022-05-26T00:00:00Z,3
XMR/USDT,73,TRANSITION,2022-05-27T00:00:00Z,2022-05-31T00:00:00Z,5
XMR/USDT,74,SIDEWAYS,2022-06-01T00:00:00Z,2022-06-14T00:00:00Z,14
XMR/USDT,75,TRANSITION,2022-06-15T00:00:00Z,2022-06-16T00:00:00Z,2
XMR/USDT,76,BEAR,2022-06-17T00:00:00Z,2022-07-10T00:00:00Z,24
XMR/USDT,77,TRANSITION,2022-07-11T00:00:00Z,2022-07-14T00:00:00Z,4
XMR/USDT,78,SIDEWAYS,2022-07-15T00:00:00Z,2022-07-21T00:00:00Z,7
XMR/USDT,79,TRANSITION,2022-07-22T00:00:00Z,2022-07-26T00:00:00Z,5
XMR/USDT,80,SIDEWAYS,2022-07-27T00:00:00Z,2022-09-26T00:00:00Z,62
XMR/USDT,81,TRANSITION,2022-09-27T00:00:00Z,2022-09-27T00:00:00Z,1
XMR/USDT,82,SIDEWAYS,2022-09-28T00:00:00Z,2022-11-09T00:00:00Z,43
XMR/USDT,83,TRANSITION,2022-11-10T00:00:00Z,2022-11-12T00:00:00Z,3
XMR/USDT,84,BEAR,2022-11-13T00:00:00Z,2022-11-27T00:00:00Z,15
XMR/USDT,85,TRANSITION,2022-11-28T00:00:00Z,2022-12-11T00:00:00Z,14
XMR/USDT,86,BULL,2022-12-12T00:00:00Z,2022-12-16T00:00:00Z,5
XMR/USDT,87,TRANSITION,2022-12-17T00:00:00Z,2022-12-20T00:00:00Z,4
XMR/USDT,88,SIDEWAYS,2022-12-21T00:00:00Z,2023-01-08T00:00:00Z,19
XMR/USDT,89,TRANSITION,2023-01-09T00:00:00Z,2023-01-10T00:00:00Z,2
XMR/USDT,90,BULL,2023-01-11T00:00:00Z,2023-02-04T00:00:00Z,25
XMR/USDT,91,TRANSITION,2023-02-05T00:00:00Z,2023-02-18T00:00:00Z,14
XMR/USDT,92,SIDEWAYS,2023-02-19T00:00:00Z,2023-03-03T00:00:00Z,13
XMR/USDT,93,TRANSITION,2023-03-04T00:00:00Z,2023-03-11T00:00:00Z,8
XMR/USDT,94,BEAR,2023-03-12T00:00:00Z,2023-03-13T00:00:00Z,2
XMR/USDT,95,TRANSITION,2023-03-14T00:00:00Z,2023-03-17T00:00:00Z,4
XMR/USDT,96,SIDEWAYS,2023-03-18T00:00:00Z,2023-05-11T00:00:00Z,55
XMR/USDT,97,TRANSITION,2023-05-12T00:00:00Z,2023-05-14T00:00:00Z,3
XMR/USDT,98,BEAR,2023-05-15T00:00:00Z,2023-05-28T00:00:00Z,14
XMR/USDT,99,BULL,2023-05-29T00:00:00Z,2023-05-30T00:00:00Z,2
XMR/USDT,100,BEAR,2023-05-31T00:00:00Z,2023-06-22T00:00:00Z,23
XMR/USDT,101,BULL,2023-06-23T00:00:00Z,2023-07-12T00:00:00Z,20
XMR/USDT,102,TRANSITION,2023-07-13T00:00:00Z,2023-07-17T00:00:00Z,5
XMR/USDT,103,SIDEWAYS,2023-07-18T00:00:00Z,2023-08-09T00:00:00Z,23
XMR/USDT,104,TRANSITION,2023-08-10T00:00:00Z,2023-08-12T00:00:00Z,3
XMR/USDT,105,BEAR,2023-08-13T00:00:00Z,2023-09-15T00:00:00Z,34
XMR/USDT,106,BULL,2023-09-16T00:00:00Z,2023-09-16T00:00:00Z,1
XMR/USDT,107,TRANSITION,2023-09-17T00:00:00Z,2023-09-20T00:00:00Z,4
XMR/USDT,108,SIDEWAYS,2023-09-21T00:00:00Z,2023-10-08T00:00:00Z,18
XMR/USDT,109,TRANSITION,2023-10-09T00:00:00Z,2023-10-12T00:00:00Z,4
XMR/USDT,110,BULL,2023-10-13T00:00:00Z,2023-10-19T00:00:00Z,7
XMR/USDT,111,TRANSITION,2023-10-20T00:00:00Z,2023-10-23T00:00:00Z,4
XMR/USDT,112,BULL,2023-10-24T00:00:00Z,2023-11-09T00:00:00Z,17
XMR/USDT,113,BEAR,2023-11-10T00:00:00Z,2023-11-23T00:00:00Z,14
XMR/USDT,114,TRANSITION,2023-11-24T00:00:00Z,2023-11-27T00:00:00Z,4
XMR/USDT,115,SIDEWAYS,2023-11-28T00:00:00Z,2024-01-07T00:00:00Z,41
XMR/USDT,116,TRANSITION,2024-01-08T00:00:00Z,2024-01-10T00:00:00Z,3
XMR/USDT,117,BEAR,2024-01-11T00:00:00Z,2024-01-12T00:00:00Z,2
XMR/USDT,118,TRANSITION,2024-01-13T00:00:00Z,2024-01-16T00:00:00Z,4
XMR/USDT,119,SIDEWAYS,2024-01-17T00:00:00Z,2024-02-02T00:00:00Z,17
XMR/USDT,120,TRANSITION,2024-02-03T00:00:00Z,2024-02-07T00:00:00Z,5
XMR/USDT,121,BEAR,2024-02-08T00:00:00Z,2024-02-20T00:00:00Z,13
XRP/USDT,1,BEAR,2020-03-01T00:00:00Z,2020-03-06T00:00:00Z,6
XRP/USDT,2,TRANSITION,2020-03-07T00:00:00Z,2020-03-08T00:00:00Z,2
XRP/USDT,3,BEAR,2020-03-09T00:00:00Z,2020-04-06T00:00:00Z,29
XRP/USDT,4,BULL,2020-04-07T00:00:00Z,2020-04-08T00:00:00Z,2
XRP/USDT,5,TRANSITION,2020-04-09T00:00:00Z,2020-04-13T00:00:00Z,5
XRP/USDT,6,SIDEWAYS,2020-04-14T00:00:00Z,2020-05-01T00:00:00Z,18
XRP/USDT,7,TRANSITION,2020-05-02T00:00:00Z,2020-05-04T00:00:00Z,3
XRP/USDT,8,BULL,2020-05-05T00:00:00Z,2020-05-10T00:00:00Z,6
XRP/USDT,9,BEAR,2020-05-11T00:00:00Z,2020-05-14T00:00:00Z,4
XRP/USDT,10,TRANSITION,2020-05-15T00:00:00Z,2020-06-02T00:00:00Z,19
XRP/USDT,11,SIDEWAYS,2020-06-03T00:00:00Z,2020-06-14T00:00:00Z,12
XRP/USDT,12,TRANSITION,2020-06-15T00:00:00Z,2020-06-16T00:00:00Z,2
XRP/USDT,13,BEAR,2020-06-17T00:00:00Z,2020-07-08T00:00:00Z,22
XRP/USDT,14,BULL,2020-07-09T00:00:00Z,2020-07-16T00:00:00Z,8
XRP/USDT,15,BEAR,2020-07-17T00:00:00Z,2020-07-18T00:00:00Z,2
XRP/USDT,16,TRANSITION,2020-07-19T00:00:00Z,2020-07-22T00:00:00Z,4
XRP/USDT,17,SIDEWAYS,2020-07-23T00:00:00Z,2020-07-23T00:00:00Z,1
XRP/USDT,18,TRANSITION,2020-07-24T00:00:00Z,2020-07-27T00:00:00Z,4
XRP/USDT,19,BULL,2020-07-28T00:00:00Z,2020-08-27T00:00:00Z,31
XRP/USDT,20,BEAR,2020-08-28T00:00:00Z,2020-08-31T00:00:00Z,4
XRP/USDT,21,TRANSITION,2020-09-01T00:00:00Z,2020-09-17T00:00:00Z,17
XRP/USDT,22,SIDEWAYS,2020-09-18T00:00:00Z,2020-09-23T00:00:00Z,6
XRP/USDT,23,TRANSITION,2020-09-24T00:00:00Z,2020-09-28T00:00:00Z,5
XRP/USDT,24,SIDEWAYS,2020-09-29T00:00:00Z,2020-11-04T00:00:00Z,37
XRP/USDT,25,TRANSITION,2020-11-05T00:00:00Z,2020-11-08T00:00:00Z,4
XRP/USDT,26,SIDEWAYS,2020-11-09T00:00:00Z,2020-11-13T00:00:00Z,5
XRP/USDT,27,TRANSITION,2020-11-14T00:00:00Z,2020-11-16T00:00:00Z,3
XRP/USDT,28,BULL,2020-11-17T00:00:00Z,2020-12-11T00:00:00Z,25
XRP/USDT,29,BEAR,2020-12-12T00:00:00Z,2020-12-16T00:00:00Z,5
XRP/USDT,30,BULL,2020-12-17T00:00:00Z,2020-12-21T00:00:00Z,5
XRP/USDT,31,TRANSITION,2020-12-22T00:00:00Z,2020-12-24T00:00:00Z,3
XRP/USDT,32,BEAR,2020-12-25T00:00:00Z,2021-01-07T00:00:00Z,14
XRP/USDT,33,BULL,2021-01-08T00:00:00Z,2021-01-12T00:00:00Z,5
XRP/USDT,34,TRANSITION,2021-01-13T00:00:00Z,2021-01-16T00:00:00Z,4
XRP/USDT,35,SIDEWAYS,2021-01-17T00:00:00Z,2021-02-01T00:00:00Z,16
XRP/USDT,36,TRANSITION,2021-02-02T00:00:00Z,2021-02-02T00:00:00Z,1
XRP/USDT,37,BULL,2021-02-03T00:00:00Z,2021-02-28T00:00:00Z,26
XRP/USDT,38,BEAR,2021-03-01T00:00:00Z,2021-03-03T00:00:00Z,3
XRP/USDT,39,BULL,2021-03-04T00:00:00Z,2021-03-04T00:00:00Z,1
XRP/USDT,40,TRANSITION,2021-03-05T00:00:00Z,2021-03-10T00:00:00Z,6
XRP/USDT,41,SIDEWAYS,2021-03-11T00:00:00Z,2021-03-22T00:00:00Z,12
XRP/USDT,42,TRANSITION,2021-03-23T00:00:00Z,2021-04-05T00:00:00Z,14
XRP/USDT,43,BULL,2021-04-06T00:00:00Z,2021-04-22T00:00:00Z,17
XRP/USDT,44,BEAR,2021-04-23T00:00:00Z,2021-04-27T00:00:00Z,5
XRP/USDT,45,BULL,2021-04-28T00:00:00Z,2021-04-28T00:00:00Z,1
XRP/USDT,46,BEAR,2021-04-29T00:00:00Z,2021-04-30T00:00:00Z,2
XRP/USDT,47,BULL,2021-05-01T00:00:00Z,2021-05-04T00:00:00Z,4
XRP/USDT,48,TRANSITION,2021-05-05T00:00:00Z,2021-05-09T00:00:00Z,5
XRP/USDT,49,SIDEWAYS,2021-05-10T00:00:00Z,2021-05-22T00:00:00Z,13
XRP/USDT,50,TRANSITION,2021-05-23T00:00:00Z,2021-05-28T00:00:00Z,6
XRP/USDT,51,BEAR,2021-05-29T00:00:00Z,2021-07-26T00:00:00Z,59
XRP/USDT,52,BULL,2021-07-27T00:00:00Z,2021-08-05T00:00:00Z,10
XRP/USDT,53,TRANSITION,2021-08-06T00:00:00Z,2021-08-08T00:00:00Z,3
XRP/USDT,54,BULL,2021-08-09T00:00:00Z,2021-09-07T00:00:00Z,30
XRP/USDT,55,BEAR,2021-09-08T00:00:00Z,2021-09-10T00:00:00Z,3
XRP/USDT,56,BULL,2021-09-11T00:00:00Z,2021-09-12T00:00:00Z,2
XRP/USDT,57,TRANSITION,2021-09-13T00:00:00Z,2021-09-15T00:00:00Z,3
XRP/USDT,58,SIDEWAYS,2021-09-16T00:00:00Z,2021-09-26T00:00:00Z,11
