strategy,repo,implementation_id,run_profile,provenance,repair_class,eligibility_status,direction,logic,speed,complexity,exit_style,dca,informative,timeframe,stoploss,regime_hypothesis,measured,dropped_at,os_total,os_market,beats_bh,os_trades,indicators
SampleStrategyV2,PeetCrypto/freqtrade-stuff,SampleStrategyV2:c0fc5e4af5d3,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,moderate,trailing+roi,False,True,5m,-0.2,bull,True,G2_is_pos,-82.76,346.34,False,4482,ADX|ATR|MACD|MFI|RSI|SAR|SMA|STOCHF|TEMA|bollinger_bands
MacheteV8bRallimod,PeetCrypto/freqtrade-stuff,MacheteV8bRallimod:a32e955e51d2,spot_long,original,,ineligible,long_only,trend_following,intraday,complex,custom+roi,False,True,15m,-0.05,bull,False,G0_measured,,,,,ADX|ATR|CCI|EMA|MACD|MINUS_DI|MOM|PLUS_DI|ROC|RSI|SAR|SMA|STOCHF|TEMA|bollinger_bands|ichimoku|zema
MacheteV8bRallimod2,PeetCrypto/freqtrade-stuff,MacheteV8bRallimod2:1cddafe6cb5c,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.05,bull,False,G0_measured,,,,,ATR|EMA|ROC|RSI|SMA|bollinger_bands|ichimoku
MarketChyperHyperStrategy,PeetCrypto/freqtrade-stuff,MarketChyperHyperStrategy:29bc8e0e7645,spot_long,repaired,class1,pending_diagnostics,long_only,trend_following,intraday,moderate,trailing+roi,False,True,1h,-0.12447,bull,True,G0_measured,,,,,ADX|EMA|MACD|MINUS_DI|PLUS_DI|RSI|SMA
Martin,PeetCrypto/freqtrade-stuff,Martin:c87f731c8d7e,spot_long,original,,ineligible,long_only,volatility,scalp,simple,roi,False,True,5m,-0.1,high_vol,True,G2_is_pos,-96.76,346.34,False,9619,MACD|MFI|RSI|SAR|TEMA|bollinger_bands
MasterMoniGoManiHyperStrategy,PeetCrypto/freqtrade-stuff,MasterMoniGoManiHyperStrategy:c2b2fb772c1d,spot_long,original,,ineligible,long_only,trend_following,unknown,moderate,custom+roi,False,True,,,bull,False,G0_measured,,,,,SAR
Miku_PP_v3,PeetCrypto/freqtrade-stuff,Miku_PP_v3:798d69d7631f,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,roi,False,True,5m,-0.1,bull,False,G0_measured,,,,,ichimoku
MiniLambo,PeetCrypto/freqtrade-stuff,MiniLambo:3201257fa75c,spot_long,original,,ineligible,long_only,hybrid,scalp,moderate,custom+roi,False,True,1m,-0.1,undetermined,True,G2_is_pos,-41.8,347.94,False,1252,EMA|RSI
Minmax,PeetCrypto/freqtrade-stuff,Minmax:b69e76191cae,spot_long,original,,pending_diagnostics,long_only,unclear,intraday,simple,roi,False,False,1h,-0.05,undetermined,True,G2_is_pos,-46.64,348.67,False,2984,
MontrealStrategy,PeetCrypto/freqtrade-stuff,MontrealStrategy:00d7b1be6b3a,spot_long,original,,ineligible,long_only,mean_reversion,intraday,simple,roi,False,True,15m,-0.28646,range,True,G2_is_pos,-96.93,345.85,False,20253,RSI|bollinger_bands
MultiMA_TSL3,PeetCrypto/freqtrade-stuff,MultiMA_TSL3:45fabc590c40,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.15,bull,False,G0_measured,,,,,ATR|DEMA|EMA|RSI|SMA|T3|TEMA|TRIMA|WMA|vwma|zema
MultiMa,PeetCrypto/freqtrade-stuff,MultiMa:9bf075d72896,spot_long,original,,ineligible,long_only,trend_following,swing,simple,roi,False,False,4h,-0.1,bull,False,G0_measured,,,,,SMA
MultiRSI,PeetCrypto/freqtrade-stuff,MultiRSI:1d2302ab0c34,spot_long,repaired,class2,ineligible,long_only,hybrid,scalp,simple,roi,False,False,5m,-0.05,undetermined,False,G0_measured,,,,,RSI|SMA
MyStrategyNew10,PeetCrypto/freqtrade-stuff,MyStrategyNew10:e254339e0b47,spot_long,original,,ineligible,long_only,unclear,unknown,moderate,roi,False,True,,-1.0,undetermined,False,G0_measured,,,,,
NASOSv5,PeetCrypto/freqtrade-stuff,NASOSv5:f3fa98f6674e,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.15,bull,True,G5_os_sig,14.56,346.34,False,684,EMA|RSI|SMA
NASOSv5_mod1,PeetCrypto/freqtrade-stuff,NASOSv5_mod1:8bd88a9be50e,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+trailing+roi,False,True,5m,-0.3,bull,True,G6_lookahead,289.68,346.34,False,472,EMA|RSI|SMA
NASOSv5_mod2,PeetCrypto/freqtrade-stuff,NASOSv5_mod2:cec5b34de7cb,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+trailing+roi,False,True,5m,-0.3,bull,True,G1_trades,134.23,346.34,False,293,EMA|RSI|SMA
NASOSv5_mod3,PeetCrypto/freqtrade-stuff,NASOSv5_mod3:c2474a25b494,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+trailing+roi,False,True,5m,-0.3,bull,True,G6_lookahead,279.57,346.34,False,522,EMA|RSI|SMA
NFI46,PeetCrypto/freqtrade-stuff,NFI46:3db277f7e4a6,spot_long,original,,ineligible,long_only,volatility,scalp,complex,custom+roi,False,True,5m,-0.99,high_vol,True,G1_trades,19.14,346.34,False,56,EMA|MFI|RSI|SMA|bollinger_bands
NFI46Frog,PeetCrypto/freqtrade-stuff,NFI46Frog:bdad559e841d,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-1.0,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
NFI46FrogZ,PeetCrypto/freqtrade-stuff,NFI46FrogZ:6f9f3884189e,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,-90.89,346.34,False,12970,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
NFI46Offset,PeetCrypto/freqtrade-stuff,NFI46Offset:e4ed1aba5f3b,spot_long,original,,ineligible,long_only,volatility,scalp,complex,custom+roi,False,True,5m,-0.99,high_vol,True,G6_lookahead,159.2,346.34,False,762,EMA|MFI|RSI|SMA|bollinger_bands
NFI46OffsetHOA1,PeetCrypto/freqtrade-stuff,NFI46OffsetHOA1:3a919e723fd5,spot_long,original,,ineligible,long_only,volatility,scalp,complex,custom+roi,False,True,5m,-0.99,high_vol,True,G6_lookahead,196.43,346.34,False,850,EMA|MFI|RSI|SMA|bollinger_bands
NFI46Z,PeetCrypto/freqtrade-stuff,NFI46Z:590e7fc9a706,spot_long,original,,ineligible,long_only,volatility,scalp,complex,custom+roi,False,True,5m,-0.99,high_vol,True,G3_is_sig,14.07,346.34,False,481,EMA|MACD|MFI|RSI|SMA|bollinger_bands
NFI4Frog,PeetCrypto/freqtrade-stuff,NFI4Frog:870a99e6d361,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-1.0,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
NFI5MOHO,PeetCrypto/freqtrade-stuff,NFI5MOHO:0d413291622d,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+trailing+roi,False,True,5m,-0.1,high_vol,True,G6_lookahead,72.0,346.34,False,340,EMA|MFI|RSI|SMA|bollinger_bands
NFI5MOHO_WIP,PeetCrypto/freqtrade-stuff,NFI5MOHO_WIP:245f4ab9c80f,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+roi,False,True,5m,-0.99,high_vol,True,G3_is_sig,279.93,346.34,False,742,EMA|MFI|RSI|SMA|bollinger_bands
NFI731_BUSD,PeetCrypto/freqtrade-stuff,NFI731_BUSD:331d3650977c,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|DEMA|EMA|MFI|ROC|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|vwma|williams_r|zema
NFIX_BB_RPB,PeetCrypto/freqtrade-stuff,NFIX_BB_RPB:b83b916d9476,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|vwma|williams_r|zema
NfiNextModded,PeetCrypto/freqtrade-stuff,NfiNextModded:100cce435cd4,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.5,bull,False,G0_measured,,,,,ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|ichimoku|vwma|williams_r|zema
NoLost,PeetCrypto/freqtrade-stuff,NoLost:416b181f23fa,spot_long,original,,ineligible,long_only,unclear,intraday,simple,roi,False,False,1h,-0.0,undetermined,False,G0_measured,,,,,
NormalizerStrategyHO2,PeetCrypto/freqtrade-stuff,NormalizerStrategyHO2:267d4725d39c,spot_long,original,,ineligible,long_only,unclear,intraday,simple,custom+trailing+roi,False,False,1h,-0.99,undetermined,True,G2_is_pos,-35.85,348.67,False,2330,
NostalgiaForInfinityNextGen,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityNextGen:dacd889a1ab7,spot_long,original,,ineligible,long_only,volatility,intraday,complex,custom+roi,False,True,15m,-0.5,high_vol,True,G1_trades,27.34,345.85,False,132,BBANDS|CCI|EMA|MFI|MOM|ROC|RSI|SMA|bollinger_bands|vwma|williams_r
NostalgiaForInfinityNext_ChangeToTower_V5_2,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityNext_ChangeToTower_V5_2:58d7bd63db05,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|MFI|RSI|SMA|STOCHRSI|T3|TEMA|TRANGE|WMA|bollinger_bands|ichimoku|vwma|williams_r|zema
NostalgiaForInfinityNext_ChangeToTower_V5_3,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityNext_ChangeToTower_V5_3:f37b7071c4e1,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|MFI|RSI|SMA|STOCHRSI|T3|TEMA|TRANGE|WMA|bollinger_bands|ichimoku|vwma|williams_r|zema
NostalgiaForInfinityNext_ChangeToTower_V6,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityNext_ChangeToTower_V6:c159920e103d,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|MFI|RSI|SMA|STOCHRSI|T3|TEMA|TRANGE|WMA|bollinger_bands|ichimoku|vwma|williams_r|zema
NostalgiaForInfinityV1,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV1:73271ad1c5f2,spot_long,original,,pending_diagnostics,long_only,volatility,scalp,simple,trailing+roi,False,True,5m,-0.36,high_vol,True,G6_lookahead,159.61,346.34,False,2688,ATR|EMA|RSI|bollinger_bands
NostalgiaForInfinityV2,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV2:7fb7ad41e5da,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,moderate,roi,False,True,5m,-1.0,bull,True,G3_is_sig,247.8,346.34,False,632,ATR|EMA|RSI|SMA|bollinger_bands
NostalgiaForInfinityV3,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV3:46c2fc7f57c8,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+roi,False,True,5m,-0.99,high_vol,True,G3_is_sig,86.66,346.34,False,797,EMA|MFI|RSI|SMA|bollinger_bands
NostalgiaForInfinityV4,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV4:6382c7057945,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+roi,False,True,5m,-1.0,high_vol,True,G3_is_sig,108.91,346.34,False,301,EMA|MFI|RSI|SMA|bollinger_bands
NostalgiaForInfinityV4HO,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV4HO:60aa09daffcd,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+roi,False,True,5m,-1.0,high_vol,True,G6_lookahead,63.18,346.34,False,301,EMA|MFI|RSI|SMA|bollinger_bands
NostalgiaForInfinityV5,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV5:4baf0df28b03,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+roi,False,True,5m,-0.99,high_vol,True,G3_is_sig,114.95,346.34,False,456,EMA|MFI|RSI|SMA|bollinger_bands
NostalgiaForInfinityV5MultiOffsetAndHO2,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV5MultiOffsetAndHO2:6b6ec1065ded,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+roi,False,True,5m,-0.99,high_vol,True,G3_is_sig,85.17,346.34,False,1084,EMA|MFI|RSI|SMA|bollinger_bands
NostalgiaForInfinityV6,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV6:d50788f22876,spot_long,original,,ineligible,long_only,volatility,scalp,complex,custom+roi,False,True,5m,-0.99,high_vol,True,G3_is_sig,116.04,346.34,False,531,EMA|MFI|RSI|SMA|bollinger_bands
NostalgiaForInfinityV7,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV7:70bf498db8f9,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,True,G3_is_sig,110.13,346.34,False,513,EMA|MFI|RSI|SMA|bollinger_bands|zema
NostalgiaForInfinityV7_SMA,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV7_SMA:23e102fa7661,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.99,bull,True,G6_lookahead,188.0,346.34,False,698,EMA|MFI|RSI|SMA|bollinger_bands|zema
NostalgiaForInfinityV7_SMAv2,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV7_SMAv2:b8f2edbf30e4,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.99,bull,True,G6_lookahead,188.0,346.34,False,698,EMA|MFI|RSI|SMA|bollinger_bands|zema
NostalgiaForInfinityV7_SMAv2_1,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityV7_SMAv2_1:b3bc724acd6c,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.99,bull,True,G6_lookahead,146.04,346.34,False,422,EMA|MFI|RSI|SMA|bollinger_bands|zema
NostalgiaForInfinityXw,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityXw:d75bbf31c099,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ADX|ATR|CCI|DEMA|EMA|MFI|ROC|ROCR|RSI|SMA|STOCHF|STOCHRSI|T3|TEMA|TRANGE|WMA|bollinger_bands|vwma|williams_r|zema
NotAnotherSMAOffsetStrategyX1,PeetCrypto/freqtrade-stuff,NotAnotherSMAOffsetStrategyX1:1337e2ef028a,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.35,bull,True,G6_lookahead,43.9,346.34,False,481,EMA|RSI|SMA|hma
NowoIchimoku1hV1,PeetCrypto/freqtrade-stuff,NowoIchimoku1hV1:9f6f9b7f67c2,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,custom+roi,False,True,1h,-0.08,bull,False,G0_measured,,,,,RSI|SMA|bollinger_bands|hma|ichimoku
NowoIchimoku1hV2,PeetCrypto/freqtrade-stuff,NowoIchimoku1hV2:638e72b5ab6a,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,custom+trailing+roi,False,False,1h,-0.345,bull,True,G6_lookahead,541.93,348.67,True,2950,RSI|SMA|bollinger_bands|hma|ichimoku
NowoIchimoku5mV2,PeetCrypto/freqtrade-stuff,NowoIchimoku5mV2:c116db4ee5a1,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+trailing+roi,False,True,5m,-0.293,bull,False,G0_measured,,,,,RSI|SMA|bollinger_bands|hma|ichimoku
ObeliskIM_v1_1,PeetCrypto/freqtrade-stuff,ObeliskIM_v1_1:3465de64a9dc,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,simple,roi,False,False,5m,-0.04,bull,False,G0_measured,,,,,EMA|RSI|ichimoku
ObeliskRSI_v6_1,PeetCrypto/freqtrade-stuff,ObeliskRSI_v6_1:a54a6b898501,spot_long,repaired,class2,ineligible,long_only,mean_reversion,scalp,simple,custom+roi,False,False,5m,-0.3,range,False,G0_measured,,,,,RSI
Obelisk_3EMA_StochRSI_ATR,PeetCrypto/freqtrade-stuff,Obelisk_3EMA_StochRSI_ATR:b453f6e4194b,spot_long,repaired,class2,ineligible,long_only,volatility,scalp,simple,custom+roi,False,True,5m,-0.99,high_vol,False,G0_measured,,,,,ATR|EMA|RSI
Obelisk_Ichimoku_Slow_v1_3,PeetCrypto/freqtrade-stuff,Obelisk_Ichimoku_Slow_v1_3:167c8ef5bbb5,spot_long,repaired,class2,ineligible,long_only,trend_following,intraday,simple,trailing+roi,False,True,1h,-0.99,bull,False,G0_measured,,,,,ATR|EMA|ichimoku
Obelisk_TradePro_Ichi_v1_1,PeetCrypto/freqtrade-stuff,Obelisk_TradePro_Ichi_v1_1:2d1dd383bd8e,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,roi,False,False,1h,-0.015,bull,True,G3_is_sig,28.57,348.67,False,4067,ichimoku
Obelisk_TradePro_Ichi_v2_1,PeetCrypto/freqtrade-stuff,Obelisk_TradePro_Ichi_v2_1:6b60d2647a28,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,trailing+roi,False,False,1h,-0.075,bull,True,G5_os_sig,140.66,348.67,False,5116,ATR|ROCR|ichimoku
PRICEFOLLOWING,PeetCrypto/freqtrade-stuff,PRICEFOLLOWING:59c51dfde6be,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,trailing+roi,False,True,5m,-0.1,bull,True,G2_is_pos,-0.61,346.34,False,198,ADX|EMA|MACD|RSI|SAR|TEMA
PRICEFOLLOWING2,PeetCrypto/freqtrade-stuff,PRICEFOLLOWING2:ba1cbc29cfe5,spot_long,repaired,class1,ineligible,long_only,trend_following,intraday,moderate,trailing+roi,False,True,15m,-0.1,bull,True,G0_measured,,,,,ADX|EMA|MACD|RSI|SAR|TEMA
PRICEFOLLOWINGX,PeetCrypto/freqtrade-stuff,PRICEFOLLOWINGX:7ce6fa9a5c5a,spot_long,original,,ineligible,long_only,trend_following,intraday,moderate,trailing+roi,False,True,15m,-0.5,bull,True,G2_is_pos,12.75,345.85,False,899,ADX|EMA|MACD|RSI|SMA|TEMA|bollinger_bands
Persia,PeetCrypto/freqtrade-stuff,Persia:33ccafd6fae4,spot_long,original,,ineligible,long_only,unclear,scalp,moderate,roi,False,False,5m,-0.19,undetermined,False,G0_measured,,,,,
Pmax,PeetCrypto/freqtrade-stuff,Pmax:0d4334112a7d,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,signal_only,False,False,5m,-1.0,bull,False,G0_measured,,,,,zema
PrawnstarOBV,PeetCrypto/freqtrade-stuff,PrawnstarOBV:3534921aec10,spot_long,original,,ineligible,long_only,hybrid,intraday,simple,trailing+roi,False,True,1h,-0.15,undetermined,True,G3_is_sig,15514.99,348.67,True,5570,OBV|RSI|SMA
Prediction_Strategy,PeetCrypto/freqtrade-stuff,Prediction_Strategy:cb4c9523b5b3,spot_long,original,,ineligible,long_only,unclear,intraday,simple,roi,False,True,1h,-0.9,undetermined,False,G0_measured,,,,,
QuickBuyStrategy,PeetCrypto/freqtrade-stuff,QuickBuyStrategy:7ff610b1bed5,spot_long,original,,ineligible,long_only,mean_reversion,unknown,simple,roi,False,True,1hr,-0.1,range,False,G0_measured,,,,,RSI|bollinger_bands
Quickie,PeetCrypto/freqtrade-stuff,Quickie:79be21c3eea3,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,roi,False,False,5m,-0.25,bull,True,G2_is_pos,-83.74,346.34,False,5896,ADX|MACD|SMA|TEMA|bollinger_bands
RSIDivTirail,PeetCrypto/freqtrade-stuff,RSIDivTirail:99148c68949e,spot_long,original,,ineligible,long_only,hybrid,scalp,simple,trailing+roi,False,False,5m,-0.05,undetermined,False,G0_measured,,,,,EMA|RSI
RalliV1_disable56,PeetCrypto/freqtrade-stuff,RalliV1_disable56:623e39c7d09c,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.3,bull,True,G6_lookahead,93.87,346.34,False,506,EMA|RSI|SMA
ReinforcedAverageStrategy,PeetCrypto/freqtrade-stuff,ReinforcedAverageStrategy:9fb9bec08a64,spot_long,original,,pending_diagnostics,long_only,trend_following,swing,simple,roi,False,False,4h,-0.2,bull,True,G3_is_sig,248.67,340.8,False,999,EMA|SMA|bollinger_bands
ReinforcedQuickie,PeetCrypto/freqtrade-stuff,ReinforcedQuickie:5d02feda60fc,spot_long,original,,ineligible,long_only,volatility,scalp,simple,roi,False,False,5m,-0.05,high_vol,True,G2_is_pos,-95.91,346.34,False,18998,CCI|EMA|MACD|MFI|RSI|SMA|bollinger_bands
Renko,PeetCrypto/freqtrade-stuff,Renko:7e11ea5041e5,spot_long,original,,ineligible,long_only,volatility,intraday,simple,roi,False,False,15m,-100.0,high_vol,True,G1_trades,566.89,345.85,True,113,ATR
RenkoYolo,PeetCrypto/freqtrade-stuff,RenkoYolo:99cddd5812cd,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,roi,False,False,15m,-100.0,bull,False,G0_measured,,,,,ADX|AROON
SAR,PeetCrypto/freqtrade-stuff,SAR:d71a46b22ac3,spot_long,original,,ineligible,long_only,volatility,scalp,simple,roi,False,True,5m,-0.1,high_vol,True,G2_is_pos,-96.58,346.34,False,14248,ADX|MACD|MFI|RSI|SAR|STOCHF|TEMA|bollinger_bands
SMAIP3v2,PeetCrypto/freqtrade-stuff,SMAIP3v2:0817ed90c97b,spot_long,original,,ineligible,long_only,hybrid,scalp,simple,trailing+roi,False,False,5m,-0.23,undetermined,True,G6_lookahead,33.36,346.34,False,376,EMA|RSI
SMAOPv1_TTF,PeetCrypto/freqtrade-stuff,SMAOPv1_TTF:b7aefac2ea10,spot_long,original,,ineligible,long_only,hybrid,scalp,moderate,roi,False,True,5m,-0.5,undetermined,False,G0_measured,,,,,EMA|RSI
SMAOffset,PeetCrypto/freqtrade-stuff,SMAOffset:21845e9a1cf6,spot_long,original,,ineligible,long_only,unclear,scalp,moderate,custom+roi,False,True,5m,-0.5,undetermined,True,G3_is_sig,398.09,346.34,True,1625,
SMAOffsetProtectOptV0,PeetCrypto/freqtrade-stuff,SMAOffsetProtectOptV0:ba358abb0b7b,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,roi,False,True,5m,-0.5,bull,True,G3_is_sig,36.35,346.34,False,220,EMA|RSI|SMA
SMAOffsetProtectOptV1HO1,PeetCrypto/freqtrade-stuff,SMAOffsetProtectOptV1HO1:6a0ad15e1c2d,spot_long,original,,ineligible,long_only,hybrid,scalp,moderate,roi,False,True,5m,-0.5,undetermined,True,G3_is_sig,107.02,346.34,False,1014,EMA|RSI
SMAOffsetProtectOptV1Mod2,PeetCrypto/freqtrade-stuff,SMAOffsetProtectOptV1Mod2:d6cf62f3753e,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,roi,False,True,5m,-0.5,bull,True,G1_trades,24.51,346.34,False,179,EMA|RSI|zema
SMAOffsetV2,PeetCrypto/freqtrade-stuff,SMAOffsetV2:34e0584ebcfc,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,custom+roi,False,True,5m,-0.2,bull,True,G3_is_sig,166.4,346.34,False,607,EMA|SMA
Sar,PeetCrypto/freqtrade-stuff,Sar:fc709c4daddd,spot_long,original,,ineligible,long_only,volatility,scalp,simple,roi,False,True,5m,-0.1,high_vol,True,G2_is_pos,-96.76,346.34,False,9619,ADX|MACD|MFI|RSI|SAR|STOCHF|TEMA|bollinger_bands
Saturn5,PeetCrypto/freqtrade-stuff,Saturn5:916824f746d7,spot_long,original,,ineligible,long_only,breakout,intraday,simple,roi,False,False,15m,-0.2,transition+high_vol,True,G2_is_pos,-59.66,345.85,False,2595,ATR|EMA|SMA|bollinger_bands
Scalp,PeetCrypto/freqtrade-stuff,Scalp:e7dca7c74ce5,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,roi,False,False,1m,-0.04,bull,True,G2_is_pos,-96.57,347.94,False,14817,ADX|EMA|STOCHF|bollinger_bands
ScalpingCCI,PeetCrypto/freqtrade-stuff,ScalpingCCI:da37b8455217,spot_long,repaired,class2,ineligible,long_only,trend_following,unknown,simple,roi,False,False,,-0.04,bull,False,G0_measured,,,,,EMA|MACD
Schism,PeetCrypto/freqtrade-stuff,Schism:bd361bf697ce,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,trailing+roi,False,True,5m,-0.2,bull,False,G0_measured,,,,,ROC|RSI
Schism3,PeetCrypto/freqtrade-stuff,Schism3:3e641ed1d3de,spot_long,repaired,class1,ineligible,long_only,momentum,scalp,moderate,roi,False,True,5m,-0.3,bull,True,G0_measured,,,,,ROC|RSI
Schism4,PeetCrypto/freqtrade-stuff,Schism4:8c70df08eac9,spot_long,repaired,class1,ineligible,long_only,momentum,scalp,moderate,roi,False,True,5m,-0.3,bull,True,G0_measured,,,,,ROC|RSI
Schism5,PeetCrypto/freqtrade-stuff,Schism5:43fa75772630,spot_long,original,,ineligible,long_only,mean_reversion,scalp,simple,custom+roi,False,True,5m,-0.3,range,False,G0_measured,,,,,RSI
Schism6,PeetCrypto/freqtrade-stuff,Schism6:81e545115b8e,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.3,bull,False,G0_measured,,,,,ROC|RSI
Schism2,PeetCrypto/freqtrade-stuff,Schism2:da17435ebbcc,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,roi,False,True,5m,-0.3,bull,False,G0_measured,,,,,ROC|RSI
Schism2MM,PeetCrypto/freqtrade-stuff,Schism2MM:3c910a0df075,spot_long,original,,ineligible,long_only,momentum,scalp,simple,roi,False,True,5m,-0.99,bull,True,G1_trades,1.2,346.34,False,11,ROC|RSI
Seb,PeetCrypto/freqtrade-stuff,Seb:7523b678ca65,spot_long,original,,pending_diagnostics,long_only,volatility,scalp,moderate,roi,False,True,5m,-0.1,high_vol,True,G2_is_pos,-96.57,346.34,False,10726,ADX|BBANDS|CCI|EMA|MACD|RSI|SAR|SMA|STOCH|STOCHF|bollinger_bands
Simple,PeetCrypto/freqtrade-stuff,Simple:94180c925365,spot_long,original,,pending_diagnostics,long_only,momentum,scalp,simple,roi,False,False,5m,-0.25,bull,True,G2_is_pos,-96.82,346.34,False,11974,MACD|RSI|bollinger_bands
Slowbro,PeetCrypto/freqtrade-stuff,Slowbro:021729094e3a,spot_long,original,,pending_diagnostics,long_only,unclear,intraday,simple,roi,False,True,1h,-0.99,undetermined,True,G1_trades,38.78,348.67,False,74,
SmoothOperator,PeetCrypto/freqtrade-stuff,SmoothOperator:d87471094a60,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,roi,False,False,5m,-0.05,bull,True,G2_is_pos,-96.66,346.34,False,13046,ADX|CCI|EMA|MACD|MFI|RSI|SMA|TEMA|bollinger_bands
