strategy,repo,implementation_id,run_profile,provenance,repair_class,eligibility_status,direction,logic,speed,complexity,exit_style,dca,informative,timeframe,stoploss,regime_hypothesis,measured,dropped_at,os_total,os_market,beats_bh,os_trades,indicators
SmoothScalp,PeetCrypto/freqtrade-stuff,SmoothScalp:0364d41573bb,spot_long,original,,pending_diagnostics,long_only,mean_reversion,scalp,simple,roi,False,False,1m,-0.5,range,True,G2_is_pos,-96.57,347.94,False,17286,ADX|CCI|EMA|MACD|MFI|RSI|STOCHF|bollinger_bands
SolipsisCon,PeetCrypto/freqtrade-stuff,SolipsisCon:4ce1ee4cb639,spot_long,original,,ineligible,long_only,unclear,scalp,moderate,custom+roi,False,True,5m,-0.3,undetermined,False,G0_measured,,,,,
Solipsis,PeetCrypto/freqtrade-stuff,Solipsis:c995fcc9ccee,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.3,bull,False,G0_measured,,,,,ROC|RSI
Solipsis5,PeetCrypto/freqtrade-stuff,Solipsis5:8fa173b9732a,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.3,bull,False,G0_measured,,,,,ATR|ROC
Solipsis6,PeetCrypto/freqtrade-stuff,Solipsis6:10d3307231ad,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.3,bull,False,G0_measured,,,,,ATR|EMA|ROC|bollinger_bands
Solipsis3,PeetCrypto/freqtrade-stuff,Solipsis3:3cce8566c0e6,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.3,bull,False,G0_measured,,,,,ATR|ROC|RSI
SolipsisMM,PeetCrypto/freqtrade-stuff,SolipsisMM:32e2d5db21f4,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.3,bull,False,G0_measured,,,,,ROC|RSI
Solipsis4,PeetCrypto/freqtrade-stuff,Solipsis4:f483e328f49a,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.1,bull,False,G0_measured,,,,,KAMA|ROC|RSI
SqueezeMomentum,PeetCrypto/freqtrade-stuff,SqueezeMomentum:6fcb840e9fe1,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+trailing+roi,False,False,5m,-0.99,bull,False,G0_measured,,,,,ADX|EMA|RSI|SMA|TRANGE
Stinkfist,PeetCrypto/freqtrade-stuff,Stinkfist:c67001ef6a5f,spot_long,repaired,class2,ineligible,long_only,momentum,scalp,moderate,trailing+roi,False,True,5m,-0.4,bull,False,G0_measured,,,,,EMA|ROC|RSI
StochRSITEMA,PeetCrypto/freqtrade-stuff,StochRSITEMA:fe2b7dde3da3,spot_long,original,,pending_diagnostics,long_only,mean_reversion,scalp,simple,trailing+roi,False,False,5m,-0.02205,range,True,G2_is_pos,-71.49,346.34,False,3538,RSI|STOCH|TEMA
SuperHV27,PeetCrypto/freqtrade-stuff,SuperHV27:e46029e72411,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,roi,False,True,5m,-0.4,bull,False,G0_measured,,,,,ADX|EMA|MINUS_DI|PLUS_DI|RSI|SMA
SuperTrend,PeetCrypto/freqtrade-stuff,SuperTrend:8906a5d26582,spot_long,repaired,class1,ineligible,long_only,trend_following,scalp,simple,roi,False,False,1m,-0.02,bull,True,G0_measured,,,,,EMA|MACD|RSI|TEMA|bollinger_bands|supertrend
SuperTrendPure,PeetCrypto/freqtrade-stuff,SuperTrendPure:583ab2946233,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,trailing+roi,False,False,1h,-0.265,bull,False,G0_measured,,,,,SMA|TRANGE|supertrend
Supertrend,PeetCrypto/freqtrade-stuff,Supertrend:d31eb33fc533,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,roi,False,False,5m,-0.25,bull,False,G0_measured,,,,,TRANGE|bollinger_bands|supertrend
SupertrendStrategy,PeetCrypto/freqtrade-stuff,SupertrendStrategy:8b39ab2f2568,spot_long,original,,ineligible,long_only,trend_following,intraday,moderate,roi,False,True,1h,-0.99,bull,True,G5_os_sig,527.28,348.67,True,3102,supertrend
SwingHigh,PeetCrypto/freqtrade-stuff,SwingHigh:7a62b0ee70e7,spot_long,original,,ineligible,long_only,momentum,unknown,simple,trailing+roi,False,True,,-0.22274,bull,False,G0_measured,,,,,CCI|MACD
SwingHighToSky,PeetCrypto/freqtrade-stuff,SwingHighToSky:73facc48a003,spot_long,original,,pending_diagnostics,long_only,mean_reversion,intraday,simple,roi,False,True,15m,-0.34338,range,True,G2_is_pos,-72.82,345.85,False,4802,CCI|RSI
TDSequentialStrategy,PeetCrypto/freqtrade-stuff,TDSequentialStrategy:18c8e9e537d1,spot_long,original,,pending_diagnostics,long_only,unclear,intraday,simple,roi,False,True,1h,-0.05,undetermined,True,G2_is_pos,-87.44,348.67,False,3570,
TEMA,PeetCrypto/freqtrade-stuff,TEMA:59e0f6c50d86,spot_long,original,,ineligible,long_only,volatility,scalp,simple,roi,False,True,1m,-0.1,high_vol,True,G2_is_pos,-96.57,347.94,False,12313,ADX|MACD|MFI|RSI|SAR|STOCHF|TEMA|bollinger_bands
TechnicalExampleStrategy,PeetCrypto/freqtrade-stuff,TechnicalExampleStrategy:20911a433b0e,spot_long,original,,pending_diagnostics,long_only,unclear,scalp,simple,roi,False,False,5m,-0.05,undetermined,True,G2_is_pos,-96.57,346.34,False,13570,
Test_MAMA4,PeetCrypto/freqtrade-stuff,Test_MAMA4:d6e1444c50e3,spot_long,original,,ineligible,long_only,unclear,scalp,moderate,roi,False,True,5m,-0.15,undetermined,False,G0_measured,,,,,
TheForce,PeetCrypto/freqtrade-stuff,TheForce:dc3537c5cbe9,spot_long,original,,ineligible,long_only,momentum,intraday,simple,roi,False,True,15m,-0.015,bull,True,G2_is_pos,-96.57,345.85,False,12117,EMA|MACD|STOCHF|STOCHRSI
TheRealPullbackV2,PeetCrypto/freqtrade-stuff,TheRealPullbackV2:631a50d574af,spot_long,original,,pending_diagnostics,long_only,mean_reversion,scalp,simple,roi,False,True,5m,-0.035,range,True,G3_is_sig,67.0,346.34,False,689,CCI|EMA|MFI|MINUS_DI|PLUS_DI|RSI|STOCHRSI|bollinger_bands
ThreeCommasStrategy,PeetCrypto/freqtrade-stuff,ThreeCommasStrategy:20ff244beae0,spot_long,original,,ineligible,unknown,unclear,unknown,simple,signal_only,False,False,,,undetermined,False,G0_measured,,,,,
YourStrat,PeetCrypto/freqtrade-stuff,YourStrat:3290f4d72f91,spot_long,original,,ineligible,unknown,unclear,unknown,simple,custom,False,False,,,undetermined,False,G0_measured,,,,,
TrainCatBoostStrategy,PeetCrypto/freqtrade-stuff,TrainCatBoostStrategy:5ff5c13b62e3,spot_long,original,,ineligible,long_only,unclear,unknown,simple,signal_only,False,True,,,undetermined,False,G0_measured,,,,,
TrixStrategy,PeetCrypto/freqtrade-stuff,TrixStrategy:9b74c00f6e2c,spot_long,original,,pending_diagnostics,long_only,unclear,intraday,moderate,roi,False,True,1h,-0.99,undetermined,True,G5_os_sig,141.71,348.67,False,10784,
TrixV15Strategy,PeetCrypto/freqtrade-stuff,TrixV15Strategy:ea28010f0a22,spot_long,original,,pending_diagnostics,long_only,unclear,intraday,moderate,roi,False,True,1h,-0.31,undetermined,True,G2_is_pos,-35.47,348.67,False,1128,
TrixV21Strategy,PeetCrypto/freqtrade-stuff,TrixV21Strategy:c8621b3bf9ce,spot_long,original,,ineligible,long_only,trend_following,intraday,moderate,custom+roi,False,True,1h,-0.31,bull,True,G2_is_pos,-21.67,348.67,False,925,ATR|EMA|RSI|SMA
TrixV23Strategy,PeetCrypto/freqtrade-stuff,TrixV23Strategy:15e1305ea019,spot_long,original,,ineligible,long_only,trend_following,intraday,moderate,custom+roi,False,True,1h,-0.31,bull,True,G2_is_pos,-17.19,348.67,False,1040,ATR|EMA|RSI|SMA
TuplaBollinger,PeetCrypto/freqtrade-stuff,TuplaBollinger:14a3ff606c7c,spot_long,original,,ineligible,long_only,trend_following,unknown,simple,roi,False,False,5h,-0.25,bull,False,G0_measured,,,,,EMA|bollinger_bands
UltimateMomentumIndicator,PeetCrypto/freqtrade-stuff,UltimateMomentumIndicator:9b3eeaf6f377,spot_long,original,,pending_diagnostics,long_only,hybrid,scalp,simple,signal_only,False,False,5m,-0.99,undetermined,True,G2_is_pos,-8.43,346.34,False,6382,EMA|MFI|RSI|SMA
UpSliceStrategy,PeetCrypto/freqtrade-stuff,UpSliceStrategy:cf3e9ea5f4f0,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,trailing+roi,False,True,5m,-0.1,bull,False,G0_measured,,,,,TEMA
Uptrend,PeetCrypto/freqtrade-stuff,Uptrend:db33d69c3622,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,custom+roi,False,False,5m,-0.1,bull,True,G2_is_pos,-40.55,346.34,False,397,EMA|MAMA|RSI
UziChan,PeetCrypto/freqtrade-stuff,UziChan:b89805d46990,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,custom+roi,False,False,5m,-0.1,bull,True,G2_is_pos,-96.6,346.34,False,14372,ADOSC|EMA
UziChan2,PeetCrypto/freqtrade-stuff,UziChan2:5f1019bffeeb,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,custom+roi,False,False,1m,-0.1,bull,True,G2_is_pos,-96.57,347.94,False,12961,ADOSC|EMA
VWAP,PeetCrypto/freqtrade-stuff,VWAP:22c03a360e06,spot_long,original,,pending_diagnostics,long_only,mean_reversion,scalp,simple,roi,False,False,5m,-0.15,range,True,G6_lookahead,78.13,346.34,False,786,RSI
WaveTrendStra,PeetCrypto/freqtrade-stuff,WaveTrendStra:7167d7a967d9,spot_long,original,,pending_diagnostics,long_only,trend_following,swing,simple,roi,False,False,4h,-0.25,bull,True,G3_is_sig,57.64,340.8,False,7371,EMA|SMA
XebTradeStrat,PeetCrypto/freqtrade-stuff,XebTradeStrat:667864719d07,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,trailing+roi,False,False,1m,-0.01,bull,True,G2_is_pos,-96.58,347.94,False,13320,EMA
XtraThicc,PeetCrypto/freqtrade-stuff,XtraThicc:af99ee5fbb75,spot_long,original,,pending_diagnostics,long_only,momentum,scalp,simple,custom+roi,False,True,5m,-0.1,bull,True,G2_is_pos,-85.46,346.34,False,7186,ROC
YOLO,PeetCrypto/freqtrade-stuff,YOLO:b822711c4fee,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,trailing+roi,False,False,1m,-0.01,bull,True,G2_is_pos,-20.39,347.94,False,427,ADX|AROON
Zeus,PeetCrypto/freqtrade-stuff,Zeus:23662b687769,spot_long,repaired,class1,pending_diagnostics,long_only,unclear,swing,simple,roi,False,False,4h,-0.256,undetermined,True,G0_measured,,,,,
CustomStoplossWithPSAR,PeetCrypto/freqtrade-stuff,CustomStoplossWithPSAR:b36b8c686259,spot_long,original,,pending_diagnostics,long_only,trend_following,intraday,simple,custom,False,False,1h,-0.2,bull,True,G2_is_pos,435.73,348.67,True,78,SAR
ep3mas2,PeetCrypto/freqtrade-stuff,ep3mas2:1c0f3a7f1246,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,custom+roi,False,False,5m,-0.99,bull,False,G0_measured,,,,,EMA
epretrace,PeetCrypto/freqtrade-stuff,epretrace:bfb8ac548394,spot_long,original,,ineligible,long_only,unclear,scalp,simple,custom+roi,False,False,5m,-0.999,undetermined,False,G0_measured,,,,,
Gumbo1,PeetCrypto/freqtrade-stuff,Gumbo1:5e3498b397df,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,moderate,roi,False,True,5m,-0.25,bull,True,G2_is_pos,-96.64,346.34,False,13558,BBANDS|EMA|T3|stoch
hansencandlepatternV1,PeetCrypto/freqtrade-stuff,hansencandlepatternV1:d408e504abc9,spot_long,original,,pending_diagnostics,long_only,trend_following,intraday,simple,roi,False,False,1h,-0.1,bull,True,G2_is_pos,-95.94,348.67,False,13603,SMA
heikin,PeetCrypto/freqtrade-stuff,heikin:07066eafd687,spot_long,original,,pending_diagnostics,long_only,trend_following,intraday,simple,roi,False,False,1h,-0.99,bull,True,G2_is_pos,-96.57,348.67,False,13951,SMA
new_turtle,PeetCrypto/freqtrade-stuff,new_turtle:d25bae04bbc9,spot_long,original,,ineligible,long_only,volatility,position,simple,roi,False,True,1d,-30.0,high_vol,False,G0_measured,,,,,ATR
NostalgiaForInfinityNextV7155,PeetCrypto/freqtrade-stuff,NostalgiaForInfinityNextV7155:23093d5ac9ec,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.5,bull,False,G0_measured,,,,,ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|ichimoku|vwma|williams_r|zema
pmaxTest,PeetCrypto/freqtrade-stuff,pmaxTest:d9473ef6b6df,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|RSI|SMA|STOCHRSI|T3|TEMA|TRIMA|WMA|vwma|zema
Precognition,PeetCrypto/freqtrade-stuff,Precognition:422eb36baa35,spot_long,repaired,class1,pending_diagnostics,long_only,trend_following,scalp,simple,trailing+roi,False,False,5m,-0.194,bull,True,G0_measured,,,,,SMA
tbtest,PeetCrypto/freqtrade-stuff,tbtest:0b7026eaebc4,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,roi,False,False,5m,-0.08,bull,True,G3_is_sig,94.87,346.34,False,3720,EMA|RSI|SMA
true_lambo,PeetCrypto/freqtrade-stuff,true_lambo:c8009a5ea73e,spot_long,original,,ineligible,long_only,volatility,scalp,complex,custom+roi,False,True,5m,-0.99,high_vol,True,G3_is_sig,74.67,346.34,False,927,ADX|CCI|EMA|MFI|ROCR|RSI|SMA|STOCHF|T3|bollinger_bands|williams_r
ViN,PeetCrypto/freqtrade-stuff,ViN:bee88cbc2331,spot_long,original,,ineligible,long_only,unclear,scalp,simple,custom+roi,False,False,5m,-1.0,undetermined,False,G0_measured,,,,,
ClucHAnix_BB_RPB_TraNz,ShahAnuj2610/my-freqtrade,ClucHAnix_BB_RPB_TraNz:632bce3462b5,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|ROCR|RSI|SMA|STOCHF|STOCHRSI|T3|TEMA|TRANGE|WMA|bollinger_bands|vwma|williams_r|zema
BB_RTR,ShahAnuj2610/my-freqtrade,BB_RTR:cb984e5d3d07,spot_long,original,,ineligible,long_only,volatility,scalp,complex,custom+roi,True,True,5m,-1.0,high_vol,True,G7_recursive,202.1,346.34,False,809,ADX|BBANDS|CCI|EMA|MFI|MOM|ROCR|RSI|SMA|STOCHF|STOCHRSI|bollinger_bands|vwma|williams_r
CryptoPredictionTraining,ShahAnuj2610/my-freqtrade,CryptoPredictionTraining:629ebdb8dd6c,spot_long,original,,ineligible,long_only,trend_following,unknown,simple,signal_only,False,False,,,bull,False,G0_measured,,,,,SAR
NASOSRv6_private_Reinuvader_20211121,ShahAnuj2610/my-freqtrade,NASOSRv6_private_Reinuvader_20211121:bb5e085de9f9,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.15,bull,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|DEMA|EMA|MACD|MOM|ROC|ROCR|RSI|SMA|STOCHF|T3|TEMA|WMA|bollinger_bands|keltner_channel|vwma|williams_r|zema
StrategyAnalysis,ShahAnuj2610/my-freqtrade,StrategyAnalysis:52981d8467f1,spot_long,original,,ineligible,unknown,unclear,unknown,simple,signal_only,False,False,,,undetermined,False,G0_measured,,,,,
NostalgiaForInfinityX2,ShahAnuj2610/my-freqtrade-nfi-nextgen,NostalgiaForInfinityX2:b2fffffa04e8,futures_long,repaired,class1,ineligible,long_only,trend_following,scalp,complex,custom+roi,True,True,5m,-0.99,bull,True,G0_measured,,,,,EMA|RSI|SMA|bollinger_bands|vwma|williams_r
NostalgiaForInfinityNext772,TheoBrigitte/freqtrade,NostalgiaForInfinityNext772:eb7cdb1d0973,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|MFI|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|ichimoku|vwma|williams_r|zema
BinMfiBTCv5003,TheoBrigitte/freqtrade,BinMfiBTCv5003:f797f682eaae,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+trailing+roi,False,True,5m,-0.095,bull,True,G1_trades,-5.25,346.34,False,164,MFI|MINUS_DI|PLUS_DI|ROC|RSI|SMA|bollinger_bands
CombinedBinHAndClucHyper,TheoBrigitte/freqtrade,CombinedBinHAndClucHyper:bae14e9ad549,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,trailing+roi,False,True,1m,-0.7,bull,True,G3_is_sig,152.66,347.94,False,3164,EMA|bollinger_bands
Matrix,TheoBrigitte/freqtrade,Matrix:fab350681162,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,roi,False,True,5m,-0.3,bull,False,G0_measured,,,,,zema
zorkv7_0_0,TheoBrigitte/freqtrade,zorkv7_0_0:175f15c80c9f,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.1,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|MINUS_DI|PLUS_DI|ROC|RSI|SAR|SMA|WMA|bollinger_bands|zema
BinHV27_werkkrew,TheoBrigitte/freqtrade,BinHV27_werkkrew:0284ea98351d,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,roi,False,False,5m,-0.5,bull,False,G0_measured,,,,,ADX|EMA|MINUS_DI|PLUS_DI|RSI|SMA
BinHV45HO,TheoBrigitte/freqtrade,BinHV45HO:137f88a12a9d,spot_long,original,,ineligible,long_only,volatility,scalp,simple,roi,False,False,1m,-0.19,high_vol,True,G4_os_pos,-5.08,347.94,False,357,bollinger_bands
BinHV45_kanaxe,TheoBrigitte/freqtrade,BinHV45_kanaxe:3de55f927af3,spot_long,original,,ineligible,long_only,volatility,scalp,simple,roi,False,False,1m,-0.05,high_vol,True,G2_is_pos,-43.27,347.94,False,1560,bollinger_bands
BinHV45_stash,TheoBrigitte/freqtrade,BinHV45_stash:37a6a89a6302,spot_long,original,,ineligible,long_only,volatility,scalp,simple,roi,False,False,1m,-0.05,high_vol,True,G2_is_pos,-38.15,347.94,False,1476,bollinger_bands
BinHV45_werkkrew,TheoBrigitte/freqtrade,BinHV45_werkkrew:379b5bd8faf9,spot_long,original,,ineligible,long_only,volatility,scalp,simple,trailing+roi,False,False,1m,-0.13348,high_vol,True,G3_is_sig,110.45,347.94,False,631,bollinger_bands
ElliotV5_SMA,TheoBrigitte/freqtrade,ElliotV5_SMA:95998392fb5d,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,moderate,trailing+roi,False,True,5m,-0.189,bull,True,G6_lookahead,156.64,346.34,False,611,ADX|AROON|AROONOSC|CCI|EMA|MACD|MFI|MINUS_DI|PLUS_DI|ROC|RSI|SAR|SMA|STOCH|STOCHF|STOCHRSI|TEMA|ULTOSC|bollinger_bands|keltner_channel
FVGAdvancedStrategy_V2,TheoBrigitte/freqtrade,FVGAdvancedStrategy_V2:615c1b83fc4f,futures_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,True,True,5m,-0.3,bull,True,G2_is_pos,-45.6,346.34,False,1553,ADX|ATR|BBANDS|EMA|RSI
GeneStrategy,TheoBrigitte/freqtrade,GeneStrategy:a0085cdc65a7,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,True,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|ROC|ROCR|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|vwma|williams_r|zema
GeneStrategy_v2,TheoBrigitte/freqtrade,GeneStrategy_v2:a7da113dfe6b,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,True,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|ROC|ROCR|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|vwma|williams_r|zema
GeneTrader_gen10_1734895087_6007,TheoBrigitte/freqtrade,GeneTrader_gen10_1734895087_6007:370b980a47e9,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,True,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|ROC|ROCR|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|vwma|williams_r|zema
GeneTrader_gen5_1735014093_4541,TheoBrigitte/freqtrade,GeneTrader_gen5_1735014093_4541:a8efe429c99f,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,True,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|ROC|ROCR|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|vwma|williams_r|zema
newstrategy53_22,TheoBrigitte/freqtrade,newstrategy53_22:d3949968a696,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,True,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|ROC|ROCR|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|vwma|williams_r|zema
newstrategy53,TheoBrigitte/freqtrade,newstrategy53:6d738935708d,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,True,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|ROC|ROCR|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|vwma|williams_r|zema
ZaratustraDCA2_06,TheoBrigitte/freqtrade,ZaratustraDCA2_06:ad8a574db20a,futures_long_short,original,,ineligible,long_short,trend_following,scalp,moderate,roi,True,True,5m,-0.1,bear+range,True,G0_measured,,,,,ADX|ATR|MINUS_DI|PLUS_DI|SMA
ARIMA_15,TheoBrigitte/freqtrade,ARIMA_15:06fadb158781,spot_long,original,,ineligible,long_only,volatility,intraday,moderate,custom+roi,False,True,15m,-0.99,high_vol,False,G0_measured,,,,,ATR|EMA|RSI
ARIMASTR,TheoBrigitte/freqtrade,ARIMASTR:11e3b33787ec,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom,False,True,5m,-0.03,high_vol,False,G0_measured,,,,,ATR|EMA|RSI
Freqtrade_backtest_validation_freqtrade1,TheoBrigitte/freqtrade,Freqtrade_backtest_validation_freqtrade1:758d3730e57c,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,roi,False,False,1h,-0.9,bull,True,G3_is_sig,5.43,348.67,False,8036,SMA
Cenderawasih_3_kucoin,TheoBrigitte/freqtrade,Cenderawasih_3_kucoin:fa5fb7a91a2b,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,EMA|RSI|vwma
Cenderawasih_30m,TheoBrigitte/freqtrade,Cenderawasih_30m:f61eab1af02a,spot_long,original,,ineligible,long_only,hybrid,intraday,moderate,trailing+roi,False,True,30m,-0.99,undetermined,False,G0_measured,,,,,EMA|RSI
ClucHAnix_5m_old,TheoBrigitte/freqtrade,ClucHAnix_5m_old:f71d7850cc56,spot_long,original,,eligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G11_effect,111.99,346.34,False,2190,EMA|ROCR|RSI|bollinger_bands
CryptoFrog_nateema,TheoBrigitte/freqtrade,CryptoFrog_nateema:ba28d48d8d67,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.264,bull,False,G0_measured,,,,,ADX|ATR|EMA|MFI|ROC|RSI|SAR|SMA|STOCHF|bollinger_bands
Danke,TheoBrigitte/freqtrade,Danke:ff2b5c285b8a,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,True,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|MFI|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|ichimoku|vwma|williams_r|zema
DWT,TheoBrigitte/freqtrade,DWT:ac98506b588e,spot_long,original,,ineligible,long_only,unclear,scalp,moderate,custom+roi,False,True,5m,-0.1,undetermined,False,G0_measured,,,,,
DWT_Leveraged,TheoBrigitte/freqtrade,DWT_Leveraged:256b76fadd09,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.1,bull,False,G0_measured,,,,,ADX|MACD
DWT_LongShort,TheoBrigitte/freqtrade,DWT_LongShort:75fd58b313a0,futures_long_short,repaired,class2,ineligible,long_short,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.05,bear+range,True,G0_measured,,,,,ADX|MACD
