candidate_id,coin_phase,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
AdaptiveRegime-sideways,transition,6,2,4,-45.92302545,-0.0221280686626,1,33.71694627,79.63997172,50160,6,0.423367130121,0.166666666667
AdaptiveRegime-transition,bear_trend,6,0,6,-52.69952081,-0.0878224236853,1,3.39292489,56.0924457,16080,5,0.0604880897536,0.166666666667
AdaptiveRegime-transition,bull_trend,6,6,0,-47.22011807,-0.0604698325247,2,17.71747418,64.93759225,36000,6,0.272838483321,0.333333333333
AdaptiveRegime-transition,high_vol_shock,2,2,0,-5.38225631,-0.017217603158,1,27.08191733,32.46417364,60480,2,0.834209354297,0.5
AdaptiveRegime-transition,transition,33,8,25,-98.4675988,-0.0251466347125,12,162.64654092,261.11413972,34647.2727273,28,0.622894421169,0.363636363636
AlmgrenChrissStrategy-sideways,high_vol_shock,95,51,44,-25.41897785,-0.0029477362467,68,117.95223442,143.37121227,762.473684211,19,0.822705148073,0.715789473684
AlmgrenChrissStrategy-sideways,range_choppy,823,408,415,-372.85404173,-0.00590250685938,528,585.67167148,958.52571321,1768.15917375,216,0.611012999869,0.641555285541
AlmgrenChrissStrategy-sideways,range_quiet,675,330,345,-167.28296518,-0.00420711123445,436,325.85589678,493.13886196,3627.46666667,249,0.660779188006,0.645925925926
AlmgrenChrissStrategy-transition,bull_trend,1,1,0,1.74713222,0.0200467143788,1,1.74713222,0,0,1,inf,1
AlmgrenChrissStrategy-transition,high_vol_shock,156,78,78,66.98558678,0.00413734263136,121,234.28847335,167.30288657,610.384615385,31,1.40038512278,0.775641025641
AlmgrenChrissStrategy-transition,transition,1266,684,582,-323.62576355,-0.00252552657851,869,1201.18313525,1524.8088988,2375.6042654,351,0.787759788256,0.686413902054
BBMod-sideways,high_vol_shock,25,25,0,23.48498347,0.00760130264656,20,52.64011704,29.15513357,35,12,1.80551795153,0.8
BBMod-sideways,range_choppy,214,214,0,-57.11870841,-0.00202478644808,134,211.37169708,268.49040549,45.0700934579,61,0.787259778219,0.626168224299
BBMod-sideways,range_quiet,69,69,0,0.60140984,0.000217682068227,35,74.481076,73.87966616,58.3333333333,35,1.00814039737,0.507246376812
BBMod-transition,high_vol_shock,46,46,0,26.95889088,0.00459177013072,33,51.58560507,24.62671419,48.4782608696,17,2.09470109053,0.717391304348
BBMod-transition,transition,267,267,0,2.10212333,0.000144913510928,155,238.5209449,236.41882157,48.6142322097,98,1.00889152275,0.580524344569
