candidate_id,coin_phase,episodes,positive_episodes,negative_episodes,median_episode_profit,worst_episode_profit,best_episode_profit,episode_win_rate
Cenderawasih_3_kucoin-sideways,transition,6,2,4,-0.879157375,-1.60934456,3.05321134,0.333333333333
CryptoFrog_nateema-transition,bear_trend,38,24,14,0.7075077,-48.42544428,11.84189402,0.631578947368
CryptoFrog_nateema-transition,bull_trend,41,23,18,0.81074804,-10.22205447,15.19997243,0.560975609756
CryptoFrog_nateema-transition,high_vol_shock,20,15,5,1.685347185,-14.12766595,19.50848131,0.75
CryptoFrog_nateema-transition,range_choppy,55,32,23,0.6687659,-32.9363573,10.32456814,0.581818181818
CryptoFrog_nateema-transition,range_quiet,24,14,10,0.1339087,-17.5259083,3.70168378,0.583333333333
CryptoFrog_nateema-transition,transition,66,41,25,1.2067995,-20.75164429,13.72135569,0.621212121212
CustomStoplossWithPSAR-downtrend,bear_trend,23,12,11,29.7952984,-254.57243418,949.2615403,0.521739130435
CustomStoplossWithPSAR-downtrend,high_vol_shock,9,4,5,-17.458884,-112.59515631,4677.3905166,0.444444444444
CustomStoplossWithPSAR-downtrend,range_choppy,4,0,4,-108.40438264,-119.4355117,-97.840712,0
CustomStoplossWithPSAR-downtrend,range_quiet,1,1,0,87.362492,87.362492,87.362492,1
CustomStoplossWithPSAR-downtrend,transition,8,0,8,-108.6150101,-241.3670987,-39.4745419,0
E0V1E_protections-sideways,bear_trend,4,3,1,5.07802204,-0.848583,5.6202232,0.75
E0V1E_protections-sideways,bull_trend,5,4,1,5.38157605,-7.09969774,6.04432769,0.8
E0V1E_protections-sideways,high_vol_shock,2,2,0,10.114983285,5.50955364,14.72041293,1
E0V1E_protections-sideways,range_choppy,4,3,1,9.61340948,-0.89046373,16.7442177,0.75
E0V1E_protections-sideways,range_quiet,5,4,1,4.7800974,-0.89684056,6.08839623,0.8
E0V1E_protections-sideways,transition,7,6,1,4.62309304,-0.39484305,7.273849,0.857142857143
FSampleStrategy-sideways,bear_trend,28,12,16,-13.52081322,-84.72037886,261.80676234,0.428571428571
FSampleStrategy-sideways,bull_trend,18,1,17,-15.44807588,-47.32765784,118.87970713,0.0555555555556
FSampleStrategy-sideways,high_vol_shock,8,0,8,-31.469368835,-55.77973716,-13.66594551,0
FSampleStrategy-sideways,range_choppy,41,11,30,-15.57389411,-71.01954582,412.33220579,0.268292682927
FSampleStrategy-sideways,range_quiet,60,20,40,-15.27977634,-53.320793,289.45999715,0.333333333333
FSampleStrategy-sideways,transition,46,8,38,-19.540615155,-89.15758232,261.51211967,0.173913043478
FSampleStrategy-trend,bear_trend,32,7,25,-8.589213405,-34.89637173,119.07227714,0.21875
FSampleStrategy-trend,bull_trend,75,15,60,-9.9095587,-44.37128685,166.34483797,0.2
FSampleStrategy-trend,high_vol_shock,25,5,20,-9.57570934,-101.52664166,228.32377852,0.2
FSampleStrategy-trend,range_choppy,29,3,26,-11.1993926,-44.16984139,134.83501864,0.103448275862
FSampleStrategy-trend,range_quiet,22,2,20,-9.523838305,-27.45319707,69.43273877,0.0909090909091
FSampleStrategy-trend,transition,37,4,33,-9.14326344,-26.66553985,151.79883221,0.108108108108
FastSupertrend_optim3_rsi_80-trend,bear_trend,132,58,74,-5.549795705,-228.38875721,495.95138181,0.439393939394
FastSupertrend_optim3_rsi_80-trend,bull_trend,128,63,65,-0.616673785,-171.41891942,569.98253487,0.4921875
FastSupertrend_optim3_rsi_80-trend,high_vol_shock,45,23,22,3.35227395,-296.78830364,679.42849088,0.511111111111
FastSupertrend_optim3_rsi_80-trend,range_choppy,84,41,43,-2.910223515,-242.07649662,366.56173303,0.488095238095
FastSupertrend_optim3_rsi_80-trend,range_quiet,61,38,23,11.93654413,-107.42570512,120.863602,0.622950819672
FastSupertrend_optim3_rsi_80-trend,transition,144,68,76,-3.06862144,-212.29951297,251.74196345,0.472222222222
FastSupertrend_optim3_rsi_80-uptrend,bear_trend,57,28,29,-4.35814598,-173.210277,117.11298083,0.491228070175
FastSupertrend_optim3_rsi_80-uptrend,bull_trend,127,61,66,-1.73538597,-170.68047627,414.19805861,0.48031496063
FastSupertrend_optim3_rsi_80-uptrend,high_vol_shock,35,17,18,-0.50172626,-128.21488795,499.25571413,0.485714285714
FastSupertrend_optim3_rsi_80-uptrend,range_choppy,74,41,33,7.113006085,-110.50992911,159.79341466,0.554054054054
FastSupertrend_optim3_rsi_80-uptrend,range_quiet,70,45,25,10.41308273,-86.52786843,121.67440421,0.642857142857
FastSupertrend_optim3_rsi_80-uptrend,transition,124,69,55,6.00805749,-88.37632487,99.22113806,0.556451612903
GodCard-downtrend,bear_trend,32,28,4,0.49929668,-11.0230228,3.7881138,0.875
GodCard-downtrend,bull_trend,2,2,0,0.4702578,0.435138,0.5053776,1
GodCard-downtrend,high_vol_shock,7,6,1,0.87363341,-7.22846177,3.82568013,0.857142857143
GodCard-downtrend,range_choppy,5,2,3,-0.00133056,-11.049864,0.17652753,0.4
GodCard-downtrend,range_quiet,1,1,0,0.79474095,0.79474095,0.79474095,1
GodCard-downtrend,transition,6,6,0,0.339982255,0.00025476,1.006089,1
GodCard-sideways,bear_trend,11,11,0,1.14553055,0.06022228,4.1038056,1
GodCard-sideways,bull_trend,6,6,0,2.752448425,0.25132287,3.77428577,1
GodCard-sideways,range_choppy,8,8,0,0.295593345,0.05050386,4.10236464,1
GodCard-sideways,range_quiet,17,17,0,1.76988816,0.03063554,5.90749439,1
GodCard-sideways,transition,12,11,1,2.27022534,-11.864398,6.33390006,0.916666666667
Hacklemost-sideways,bear_trend,1,1,0,1.58130331,1.58130331,1.58130331,1
Hacklemost-sideways,high_vol_shock,1,1,0,4.77623154,4.77623154,4.77623154,1
Hacklemost-sideways,range_choppy,4,4,0,3.22799126,1.8519228,7.42599628,1
Hacklemost-sideways,range_quiet,1,1,0,1.5631238,1.5631238,1.5631238,1
Hacklemost-sideways,transition,2,2,0,1.595514065,0.2806345,2.91039363,1
Hammer-transition,bear_trend,9,5,4,1.34600571,-29.68136182,10.18905452,0.555555555556
Hammer-transition,bull_trend,9,7,2,4.83268494,-14.067785,10.79475917,0.777777777778
Hammer-transition,high_vol_shock,3,1,2,-7.03129587,-31.01977266,34.80285827,0.333333333333
Hammer-transition,range_choppy,13,10,3,0.7921287,-29.5897392,4.81942926,0.769230769231
Hammer-transition,range_quiet,4,4,0,3.402977645,0.0066951,5.75601745,1
Hammer-transition,transition,17,11,6,1.73206808,-25.36206442,11.03470678,0.647058823529
MFI2-downtrend,bear_trend,44,39,5,5.99302488,-22.94692023,40.38565638,0.886363636364
MFI2-downtrend,bull_trend,7,5,2,1.0699776,-12.19606678,7.61117436,0.714285714286
MFI2-downtrend,high_vol_shock,24,19,5,4.857675135,-77.66415183,25.92085536,0.791666666667
MFI2-downtrend,range_choppy,7,7,0,5.4472647,0.82817163,19.29046169,1
MFI2-downtrend,range_quiet,1,1,0,6.04252953,6.04252953,6.04252953,1
MFI2-downtrend,transition,15,13,2,3.25229268,-0.00208884,12.582552,0.866666666667
NFI46Z-downtrend,bear_trend,29,23,6,0.61379077,-5.51570043,4.8926164,0.793103448276
NFI46Z-downtrend,bull_trend,2,2,0,1.72550834,1.222396,2.22862068,1
NFI46Z-downtrend,high_vol_shock,9,5,4,0.61214326,-10.6486419,6.56179932,0.555555555556
NFI46Z-downtrend,range_choppy,5,2,3,-0.40422564,-3.1825193,1.7012913,0.4
NFI46Z-downtrend,range_quiet,1,1,0,0.61481256,0.61481256,0.61481256,1
NFI46Z-downtrend,transition,6,6,0,0.6584696,0.2584414,2.19754304,1
NostalgiaForInfinityX-transition,bear_trend,6,6,0,6.64472992,4.1105876,17.57825169,1
NostalgiaForInfinityX-transition,bull_trend,3,3,0,9.01707738,7.20015037,11.64129425,1
NostalgiaForInfinityX-transition,high_vol_shock,5,5,0,8.52282758,3.80822442,22.27347541,1
NostalgiaForInfinityX-transition,range_choppy,4,4,0,8.74270815,2.63371784,23.3255826,1
NostalgiaForInfinityX-transition,transition,8,6,2,1.6867248,-21.5794969,6.91751995,0.75
OversoldReversion-downtrend,bear_trend,27,21,6,9.848724,-31.16292678,37.80272224,0.777777777778
OversoldReversion-downtrend,high_vol_shock,15,14,1,14.64912937,-4.37195192,89.90647344,0.933333333333
OversoldReversion-downtrend,range_choppy,3,1,2,-6.0615223,-17.2626013,5.31367218,0.333333333333
OversoldReversion-downtrend,transition,4,4,0,7.8482235,1.3785573,22.61736303,1
SARCross-sideways,bear_trend,3,3,0,5.08929578,1.2324515,5.1021096,1
SARCross-sideways,bull_trend,4,4,0,2.42344215,0.00046158,4.85007394,1
SARCross-sideways,high_vol_shock,3,3,0,4.8589359,4.84702506,10.40447906,1
SARCross-sideways,range_choppy,8,8,0,5.18209735,0.01503384,8.23660029,1
SARCross-sideways,range_quiet,5,4,1,3.30721647,-0.003158,6.64397121,0.8
SARCross-sideways,transition,7,6,1,2.38793209,-0.0389664,10.0646052,0.857142857143
SARCross-transition,bear_trend,7,7,0,0.84285368,4.44e-06,2.12785584,1
SARCross-transition,bull_trend,6,6,0,4.852477065,0.00201076,9.50726954,1
SARCross-transition,high_vol_shock,4,2,2,-2.658849015,-26.3104628,10.24436424,0.5
SARCross-transition,range_choppy,8,7,1,2.045209765,-0.0065367,9.3035364,0.875
SARCross-transition,range_quiet,8,8,0,1.53427735,0.00159152,5.0057484,1
SARCross-transition,transition,12,10,2,1.23634058,-0.0170775,4.85513825,0.833333333333
SimpleBollinger-downtrend,bear_trend,24,22,2,2.00199506,-2.401e-05,5.03878917,0.916666666667
SimpleBollinger-downtrend,bull_trend,2,2,0,0.41313177,0.00357057,0.82269297,1
SimpleBollinger-downtrend,high_vol_shock,4,3,1,0.243108925,-0.00097908,2.31823512,0.75
SimpleBollinger-downtrend,range_choppy,2,1,1,0.00058002,-0.00566202,0.00682206,0.5
SimpleBollinger-downtrend,range_quiet,1,1,0,0.8652523,0.8652523,0.8652523,1
SimpleBollinger-downtrend,transition,4,3,1,0.515684305,-0.003526,1.3431969,0.75
Squeeze001-downtrend,bear_trend,28,22,6,0.575632285,-31.1486475,9.51092119,0.785714285714
Squeeze001-downtrend,bull_trend,5,3,2,0.00288605,-0.007657,9.13682373,0.6
Squeeze001-downtrend,high_vol_shock,21,14,7,0.3289392,-59.93799328,21.23037256,0.666666666667
Squeeze001-downtrend,range_choppy,6,3,3,0.52489985,-29.7708048,4.91887552,0.5
Squeeze001-downtrend,transition,7,5,2,1.9064424,-0.0188928,8.94560032,0.714285714286
TheRealPullbackV2-sideways,bear_trend,10,9,1,2.456505835,-2.98270877,8.5899375,0.9
TheRealPullbackV2-sideways,bull_trend,13,8,5,1.85716092,-5.2211934,8.8283475,0.615384615385
TheRealPullbackV2-sideways,high_vol_shock,4,3,1,5.850697645,-0.47263638,13.81010318,0.75
TheRealPullbackV2-sideways,range_choppy,19,13,6,1.09287546,-0.951678,9.59515704,0.684210526316
TheRealPullbackV2-sideways,range_quiet,17,14,3,2.72575365,-4.8894132,14.64349583,0.823529411765
TheRealPullbackV2-sideways,transition,14,9,5,0.425804295,-15.1521626,24.0878522,0.642857142857
adxbbrsi2-transition,bear_trend,31,24,6,0.0655216,-41.54196374,5.3733294,0.774193548387
adxbbrsi2-transition,bull_trend,19,15,4,0.00412128,-0.00597303,6.68308619,0.789473684211
adxbbrsi2-transition,high_vol_shock,2,2,0,2.65317308,1.51292527,3.79342089,1
adxbbrsi2-transition,range_choppy,23,19,4,1.50906204,-0.0107529,5.7903552,0.826086956522
adxbbrsi2-transition,range_quiet,10,10,0,0.27744756,0.01645989,3.14622534,1
adxbbrsi2-transition,transition,32,24,8,0.10606307,-40.92332224,6.97718936,0.75
cryptotank-downtrend,bear_trend,60,46,14,2.37355605,-31.4265412,11.88237252,0.766666666667
cryptotank-downtrend,bull_trend,14,10,4,1.69309703,-126.9416481,5.6090762,0.714285714286
cryptotank-downtrend,high_vol_shock,29,16,13,1.486795,-116.05167855,21.56024431,0.551724137931
cryptotank-downtrend,range_choppy,20,17,3,2.32139495,-20.0855184,14.84853958,0.85
cryptotank-downtrend,transition,26,21,5,1.6982685,-54.55854681,9.54752173,0.807692307692
cryptotank-sideways,bear_trend,14,14,0,8.542849345,2.4626349,21.99854395,1
cryptotank-sideways,bull_trend,20,15,5,7.23342809,-81.5136978,28.09903283,0.75
cryptotank-sideways,high_vol_shock,13,11,2,6.9414,-28.7864875,50.93683405,0.846153846154
cryptotank-sideways,range_choppy,28,22,6,6.77592105,-88.77574976,30.71852559,0.785714285714
cryptotank-sideways,range_quiet,15,14,1,5.82221075,-68.47435585,19.77417167,0.933333333333
cryptotank-sideways,transition,23,18,5,3.720024,-68.93307201,22.94136435,0.782608695652
cryptotank-transition,bear_trend,32,29,3,2.97896014,-70.05955527,12.82937126,0.90625
cryptotank-transition,bull_trend,30,22,8,3.423132585,-49.35297203,17.39781897,0.733333333333
cryptotank-transition,high_vol_shock,15,10,5,3.21679245,-83.98853201,32.09010094,0.666666666667
cryptotank-transition,range_choppy,34,27,7,2.36449895,-53.26394082,12.7398742,0.794117647059
cryptotank-transition,range_quiet,9,7,2,1.64907492,-35.38565985,6.5721404,0.777777777778
cryptotank-transition,transition,38,33,5,2.93115591,-50.79974711,23.523715,0.868421052632
eltoro1_4-transition,bear_trend,54,42,12,2.84831352,-52.93710411,16.5071594,0.777777777778
eltoro1_4-transition,bull_trend,31,25,6,2.3717092,-28.20884,10.32570028,0.806451612903
eltoro1_4-transition,high_vol_shock,15,7,8,-1.12271709,-25.82133418,11.6801179,0.466666666667
eltoro1_4-transition,range_choppy,57,41,16,2.2511022,-38.2187468,18.7126014,0.719298245614
eltoro1_4-transition,range_quiet,33,28,5,2.163252,-20.57432898,7.54266919,0.848484848485
eltoro1_4-transition,transition,60,49,11,2.65349905,-27.81574328,19.32333881,0.816666666667
eltoro1_4_simple-downtrend,bear_trend,92,62,30,2.57897874,-40.56044479,37.67821994,0.673913043478
eltoro1_4_simple-downtrend,bull_trend,32,25,7,1.869024725,-79.58908098,42.8759127,0.78125
eltoro1_4_simple-downtrend,high_vol_shock,31,19,12,4.9166091,-138.44763152,49.83552619,0.612903225806
eltoro1_4_simple-downtrend,range_choppy,39,30,9,4.52105927,-45.4788609,15.15439552,0.769230769231
eltoro1_4_simple-downtrend,range_quiet,4,4,0,4.52042547,4.20488576,6.3650286,1
eltoro1_4_simple-downtrend,transition,46,40,6,4.780230025,-22.4990316,18.49468403,0.869565217391
