candidate_id,coin_regime,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
SARCross-sideways,SIDEWAYS,61,61,0,32.91005954,0.00485160680206,53,182.89789053,149.98783099,1165.90163934,33,1.21941819761,0.868852459016
SARCross-transition,TRANSITION,41,41,0,63.31610604,0.012371900728,34,126.08209827,62.76599223,419.512195122,29,2.00876452025,0.829268292683
SimpleBollinger-downtrend,BEAR,47,47,0,54.01744161,0.00918161664501,39,85.42384107,31.40639946,1465.95744681,36,2.71995015471,0.829787234043
Squeeze001-downtrend,BEAR,96,96,0,141.39736764,0.0112240712629,74,233.72599589,92.32862825,765.833333333,63,2.53145747229,0.770833333333
TheRealPullbackV2-sideways,SIDEWAYS,166,166,0,123.53947372,0.00578900198016,98,374.03333433,250.49386061,94.6987951807,90,1.49318363899,0.590361445783
adxbbrsi2-transition,BULL,1,1,0,1.6501672,0.0136501129532,1,1.6501672,0,120,1,inf,1
adxbbrsi2-transition,TRANSITION,129,129,0,-7.51079165,-0.000326806867563,99,114.2001585,121.71095015,4272.55813953,93,0.938289926742,0.767441860465
cryptotank-downtrend,BEAR,633,633,0,136.17135095,0.0107007074163,521,2047.11351613,1910.94216518,2092.03791469,188,1.07125875049,0.823064770932
cryptotank-sideways,SIDEWAYS,397,397,0,-592.26469313,0.00155026787634,320,852.50719298,1444.77188611,2998.94206549,161,0.590063525721,0.80604534005
cryptotank-transition,BEAR,2,2,0,10.96979768,0.027755935647,2,10.96979768,0,1410,2,inf,1
cryptotank-transition,SIDEWAYS,1,1,0,10.0826927,0.0305409418691,1,10.0826927,0,4800,1,inf,1
cryptotank-transition,TRANSITION,413,413,0,254.46256371,0.0109859772802,343,1773.71748891,1519.2549252,2653.94673123,173,1.16749168259,0.830508474576
eltoro1_4-transition,BEAR,3,3,0,5.35938436,0.0153173548767,2,6.92195776,1.5625734,3100,3,4.42984487001,0.666666666667
eltoro1_4-transition,SIDEWAYS,2,2,0,2.06069508,0.00844039489696,1,3.52418542,1.46349034,120,2,2.40806879532,0.5
eltoro1_4-transition,TRANSITION,554,554,0,-11.13454449,0.000642865170456,454,1589.61955309,1600.75409758,5076.49819495,303,0.993044188044,0.819494584838
eltoro1_4_simple-downtrend,BEAR,698,698,0,463.64223784,0.00684034737259,597,3986.3192436,3522.67700576,7149.43409742,329,1.13161644882,0.855300859599
