candidate_id,coin_phase,episodes,positive_episodes,negative_episodes,median_episode_profit,worst_episode_profit,best_episode_profit,episode_win_rate
Squeeze001-downtrend,bear_trend,38,29,9,2.2938902,-33.6213075,10.12894238,0.763157894737
Squeeze001-downtrend,high_vol_shock,16,13,3,5.20201387,-11.6617109,17.34321514,0.8125
TheRealPullbackV2-sideways,high_vol_shock,7,5,2,4.1053878,-20.78959813,6.11154528,0.714285714286
TheRealPullbackV2-sideways,range_choppy,60,37,23,1.14907121,-12.8569891,18.211996,0.616666666667
TheRealPullbackV2-sideways,range_quiet,36,24,12,1.661975615,-10.14545384,19.08295182,0.666666666667
adxbbrsi2-transition,bull_trend,1,1,0,1.6501672,1.6501672,1.6501672,1
adxbbrsi2-transition,high_vol_shock,8,7,1,0.74579619,-32.65325869,4.967048,0.875
adxbbrsi2-transition,transition,71,55,16,0.7098055,-38.57304548,6.88775291,0.774647887324
cryptotank-downtrend,bear_trend,101,82,19,8.14374327,-97.67361971,84.24927826,0.811881188119
cryptotank-downtrend,high_vol_shock,27,21,6,3.77718353,-111.71195625,50.12490959,0.777777777778
cryptotank-sideways,high_vol_shock,11,6,5,1.46532522,-145.90717487,13.54725027,0.545454545455
cryptotank-sideways,range_choppy,73,53,20,3.8819104,-67.50041976,37.91428801,0.72602739726
cryptotank-sideways,range_quiet,27,20,7,4.1001468,-40.44509424,15.44902545,0.740740740741
cryptotank-transition,bear_trend,1,1,0,4.79457288,4.79457288,4.79457288,1
cryptotank-transition,high_vol_shock,21,17,4,9.5264484,-63.40370274,32.13373847,0.809523809524
cryptotank-transition,range_choppy,1,1,0,10.0826927,10.0826927,10.0826927,1
cryptotank-transition,transition,98,83,15,8.09971657,-146.10231612,69.80538369,0.84693877551
eltoro1_4-transition,bear_trend,2,2,0,3.46097888,3.37056368,3.55139408,1
eltoro1_4-transition,high_vol_shock,23,15,8,3.57117887,-89.36040227,24.85148088,0.652173913043
eltoro1_4-transition,range_choppy,1,1,0,3.52418542,3.52418542,3.52418542,1
eltoro1_4-transition,transition,156,122,34,4.744271625,-39.57038284,21.92158396,0.782051282051
eltoro1_4_simple-downtrend,bear_trend,134,96,38,6.543669205,-106.96233122,55.96517324,0.716417910448
eltoro1_4_simple-downtrend,high_vol_shock,28,21,7,11.497350605,-64.96981984,58.88079938,0.75
